SK_ID_BUREAU,MONTHS_BALANCE,STATUS
11441,-37,Closed
12232,-55,Active
4191,-39,Closed
10613,-31,Bad debt
11755,-5,Unknown
12078,-32,Unknown
6912,-12,Unknown
2777,-46,Unknown
3768,-30,Active
9315,-13,Bad debt
2211,-51,Unknown
3587,-18,Active
8640,-29,Active
7712,-5,Bad debt
9440,-6,Unknown
72,-15,Bad debt
10270,-29,Active
1926,-7,Active
14297,-28,Active
6388,-35,Unknown
2245,-45,Unknown
6042,-4,Bad debt
2472,-58,Closed
6894,-27,Unknown
7709,-34,Unknown
7930,-22,Unknown
13350,-16,Active
10195,-7,Active
3778,-57,Unknown
7339,-47,Active
10376,-36,Closed
13728,-56,Closed
4207,-3,Unknown
14644,-34,Unknown
6813,-40,Unknown
9472,-37,Bad debt
14416,-46,Active
5642,-1,Active
1560,-29,Bad debt
412,-40,Active
3085,-55,Unknown
3519,-49,Closed
12267,-51,Active
1499,-14,Bad debt
2600,-58,Active
8552,-59,Bad debt
406,-12,Closed
4330,-2,Active
2228,-30,Active
3608,-51,Bad debt
9454,-3,Unknown
10937,-33,Active
8012,-15,Bad debt
8524,-52,Unknown
2927,-21,Active
9724,-46,Closed
8,-32,Active
3899,-42,Active
4786,-19,Bad debt
1519,-45,Bad debt
3136,-35,Unknown
4394,-11,Active
12590,-15,Unknown
9629,-53,Active
5169,-43,Unknown
11207,-58,Closed
1902,-58,Active
8332,-39,Active
8186,-10,Active
14735,-1,Active
12591,-20,Closed
11448,-9,Unknown
7126,-49,Unknown
5758,-16,Closed
3576,-50,Active
9185,-21,Bad debt
14612,-11,Closed
13404,-54,Active
9701,-12,Active
6330,-18,Active
4046,-29,Active
385,-18,Closed
14413,-7,Bad debt
13483,-33,Bad debt
11162,-27,Active
2214,-14,Unknown
6094,-52,Unknown
797,-10,Active
11597,-2,Active
12589,-15,Closed
11778,-22,Closed
8992,-13,Closed
4836,-31,Active
8536,-9,Bad debt
9071,-35,Active
11212,-34,Active
14070,-9,Unknown
1004,-19,Closed
4368,-52,Unknown
9592,-28,Closed
2056,-9,Closed
1502,-50,Bad debt
2361,-5,Closed
12498,-41,Bad debt
6518,-11,Active
3230,-23,Unknown
10384,-46,Bad debt
3930,-38,Closed
7697,-31,Active
10007,-13,Bad debt
8166,-56,Closed
1574,-5,Unknown
1,-54,Active
3005,-56,Active
7212,-38,Closed
2100,-12,Closed
3789,-53,Bad debt
992,-50,Closed
226,-26,Unknown
12134,-46,Closed
932,-36,Active
2191,-23,Unknown
5890,-17,Active
5478,-24,Unknown
6308,-58,Bad debt
6608,-16,Active
14607,-32,Bad debt
13556,-41,Bad debt
8579,-9,Closed
7000,-17,Active
1214,-14,Bad debt
12016,-2,Active
5685,-33,Bad debt
4624,-51,Bad debt
11750,-31,Active
6555,-56,Unknown
4493,-29,Closed
3653,-20,Closed
144,-5,Bad debt
13636,-17,Active
6699,-15,Closed
9826,-4,Active
79,-35,Unknown
1922,-13,Unknown
14590,-53,Unknown
6351,-17,Closed
12555,-28,Active
11792,-60,Unknown
13286,-12,Unknown
1991,-38,Closed
7821,-7,Closed
12714,-28,Bad debt
9896,-1,Bad debt
9519,-44,Unknown
14121,-58,Active
14800,-6,Closed
12454,-34,Closed
6210,-6,Bad debt
11219,-32,Active
643,-12,Unknown
7502,-42,Active
4147,-13,Closed
10424,-29,Unknown
2676,-23,Unknown
11780,-43,Bad debt
10604,-58,Active
11434,-44,Active
1318,-39,Active
6706,-34,Closed
252,-5,Active
1515,-57,Unknown
12903,-56,Active
380,-16,Active
828,-11,Unknown
14358,-16,Bad debt
14452,-31,Active
5765,-54,Bad debt
14643,-50,Closed
5175,-3,Active
11949,-1,Active
3606,-42,Active
2018,-44,Active
5081,-27,Active
12423,-5,Bad debt
5271,-39,Bad debt
14306,-8,Unknown
11398,-45,Active
13323,-41,Bad debt
10998,-10,Bad debt
2216,-39,Active
14645,-21,Active
12736,-37,Unknown
6305,-16,Closed
5035,-31,Bad debt
914,-14,Unknown
1039,-20,Bad debt
1630,-34,Bad debt
14870,-40,Closed
398,-33,Active
14754,-17,Bad debt
3051,-42,Unknown
4043,-2,Active
12070,-15,Closed
6331,-42,Active
1851,-12,Bad debt
4568,-57,Bad debt
6,-7,Bad debt
13104,-24,Unknown
12705,-6,Active
6873,-13,Unknown
8228,-21,Unknown
7927,-11,Active
7943,-40,Unknown
4305,-59,Active
313,-8,Active
12812,-32,Closed
7847,-13,Closed
6555,-18,Bad debt
311,-51,Active
13257,-43,Closed
8614,-23,Bad debt
14449,-43,Closed
6086,-39,Closed
12062,-36,Bad debt
11500,-54,Bad debt
732,-22,Unknown
11403,-38,Unknown
7674,-48,Closed
2689,-47,Active
1074,-27,Closed
9548,-27,Closed
837,-2,Bad debt
2356,-10,Active
796,-37,Bad debt
8085,-35,Unknown
10748,-6,Unknown
14735,-33,Unknown
8475,-37,Bad debt
1456,-21,Closed
1133,-5,Bad debt
7978,-20,Active
3230,-36,Bad debt
5599,-8,Closed
5355,-14,Active
14229,-44,Unknown
2986,-8,Bad debt
12964,-44,Active
5715,-45,Active
9823,-19,Bad debt
10485,-21,Active
11909,-30,Closed
2374,-44,Active
7577,-29,Active
4754,-30,Active
10396,-37,Active
11718,-7,Closed
12237,-53,Active
4945,-52,Unknown
4267,-16,Closed
14190,-58,Closed
5234,-38,Unknown
10003,-6,Bad debt
4549,-46,Closed
7607,-3,Closed
88,-34,Closed
14837,-57,Bad debt
6910,-14,Active
11834,-13,Closed
10402,-13,Closed
8950,-19,Bad debt
14423,-40,Unknown
12314,-33,Active
13979,-15,Bad debt
9520,-37,Active
5111,-9,Active
11692,-49,Bad debt
9974,-54,Bad debt
1298,-15,Active
4060,-10,Bad debt
2620,-39,Active
649,-12,Active
6705,-52,Closed
6525,-32,Bad debt
3500,-26,Unknown
10148,-25,Bad debt
2118,-1,Closed
2896,-9,Bad debt
14504,-30,Unknown
13839,-43,Unknown
14530,-32,Unknown
1736,-33,Closed
348,-13,Unknown
14091,-19,Active
11491,-34,Active
766,-6,Active
1241,-60,Active
3603,-33,Bad debt
3229,-9,Closed
12142,-13,Active
12811,-25,Bad debt
2910,-59,Unknown
14709,-37,Closed
13183,-35,Bad debt
12734,-42,Closed
8076,-50,Bad debt
4338,-27,Unknown
6740,-1,Bad debt
10231,-32,Bad debt
14400,-47,Active
9877,-3,Unknown
12517,-57,Unknown
7483,-1,Closed
3612,-60,Active
3824,-5,Active
9462,-58,Unknown
3615,-56,Bad debt
3274,-54,Bad debt
3477,-29,Active
10118,-54,Unknown
3813,-35,Closed
1594,-31,Closed
2546,-36,Closed
1126,-45,Active
8162,-40,Active
12705,-35,Bad debt
14201,-6,Active
6921,-53,Bad debt
2741,-15,Closed
3370,-53,Unknown
12649,-49,Bad debt
7893,-58,Unknown
656,-11,Active
2839,-30,Active
13515,-27,Closed
2558,-50,Bad debt
4268,-28,Closed
3466,-8,Bad debt
12772,-10,Closed
3634,-48,Bad debt
12570,-51,Unknown
4424,-25,Closed
64,-49,Closed
12559,-11,Closed
11410,-19,Unknown
2505,-22,Unknown
11977,-31,Unknown
1443,-43,Active
8764,-32,Unknown
5562,-49,Bad debt
6318,-42,Bad debt
6067,-8,Unknown
11974,-10,Bad debt
14639,-27,Unknown
13084,-28,Closed
5010,-22,Bad debt
10190,-27,Closed
3475,-28,Bad debt
12655,-59,Unknown
5791,-25,Active
2400,-51,Closed
4708,-47,Bad debt
3753,-48,Unknown
4816,-35,Bad debt
5330,-35,Unknown
3788,-41,Unknown
12952,-24,Closed
12357,-41,Active
13850,-26,Closed
5349,-19,Active
6330,-45,Unknown
4472,-43,Closed
2741,-15,Active
5868,-43,Active
12195,-12,Bad debt
4521,-60,Closed
14541,-36,Closed
11871,-17,Unknown
10096,-1,Active
7238,-7,Unknown
7024,-58,Unknown
8697,-6,Active
12641,-2,Active
13862,-10,Active
6562,-56,Active
8607,-31,Bad debt
12551,-43,Bad debt
4936,-29,Active
1885,-37,Bad debt
1441,-4,Bad debt
11365,-44,Unknown
4779,-38,Bad debt
4529,-38,Bad debt
11297,-54,Bad debt
6192,-47,Active
6340,-58,Unknown
8863,-52,Active
10120,-30,Unknown
7088,-2,Closed
9068,-45,Closed
6382,-30,Unknown
12971,-2,Unknown
11019,-50,Closed
1779,-17,Bad debt
2985,-57,Unknown
13484,-55,Unknown
4720,-1,Unknown
8463,-15,Unknown
2461,-30,Unknown
8072,-23,Bad debt
11896,-8,Active
7867,-11,Bad debt
1672,-32,Closed
2779,-45,Unknown
8551,-15,Unknown
6878,-50,Bad debt
6461,-42,Unknown
10755,-5,Bad debt
14448,-23,Closed
10563,-6,Unknown
829,-20,Unknown
2818,-33,Bad debt
12768,-42,Active
2731,-6,Closed
11418,-57,Closed
8881,-12,Closed
10581,-49,Unknown
6340,-41,Bad debt
8540,-20,Closed
7385,-37,Active
8531,-13,Unknown
7113,-15,Unknown
1240,-36,Active
8709,-51,Bad debt
11414,-23,Active
3951,-49,Closed
2561,-33,Bad debt
332,-17,Active
8947,-26,Closed
12626,-2,Active
8314,-38,Bad debt
5239,-51,Closed
10559,-51,Closed
14723,-26,Active
11575,-10,Bad debt
9459,-38,Bad debt
5391,-22,Closed
7552,-18,Bad debt
14468,-50,Active
1494,-6,Closed
13553,-4,Active
13943,-30,Closed
13802,-50,Active
10883,-5,Closed
6247,-1,Unknown
8746,-30,Bad debt
2552,-36,Active
1957,-5,Bad debt
14654,-47,Closed
8304,-48,Bad debt
1185,-18,Closed
8480,-5,Unknown
8069,-9,Active
12891,-43,Active
10342,-23,Active
2969,-39,Active
3213,-8,Closed
8072,-40,Closed
6607,-5,Unknown
13822,-60,Active
1355,-12,Bad debt
8470,-46,Unknown
12493,-33,Unknown
1080,-20,Active
7866,-24,Unknown
10324,-7,Active
14658,-32,Bad debt
2831,-28,Unknown
11744,-27,Active
4634,-59,Active
9631,-38,Unknown
11132,-42,Closed
5960,-13,Active
1250,-20,Bad debt
1227,-29,Active
6889,-2,Active
14190,-10,Unknown
3257,-41,Active
7736,-36,Active
14756,-30,Unknown
5592,-14,Unknown
13155,-33,Bad debt
6748,-8,Bad debt
4642,-38,Active
2874,-34,Unknown
6257,-26,Bad debt
14732,-37,Active
6692,-10,Closed
4934,-58,Active
4822,-35,Bad debt
11099,-28,Closed
8080,-5,Closed
5467,-34,Closed
9291,-15,Bad debt
5146,-14,Bad debt
10071,-57,Bad debt
3136,-31,Closed
5138,-7,Active
1419,-38,Closed
14993,-10,Active
1963,-24,Closed
13521,-13,Unknown
13688,-58,Unknown
1139,-8,Closed
8796,-55,Active
14730,-29,Bad debt
12263,-59,Active
8459,-47,Closed
12910,-2,Unknown
3747,-18,Closed
11113,-42,Closed
14204,-22,Unknown
5321,-13,Active
11259,-47,Closed
1212,-26,Bad debt
7752,-21,Bad debt
6778,-26,Closed
8570,-5,Closed
6471,-48,Active
4029,-45,Unknown
11270,-40,Unknown
11886,-12,Closed
13234,-8,Active
7632,-39,Unknown
5328,-18,Bad debt
7528,-8,Closed
8836,-23,Unknown
11226,-39,Bad debt
3066,-53,Closed
11879,-57,Closed
5741,-55,Closed
6464,-20,Active
8887,-11,Unknown
7088,-41,Unknown
10014,-20,Unknown
10314,-43,Unknown
8350,-15,Active
10732,-10,Unknown
6381,-19,Bad debt
8346,-48,Unknown
12760,-33,Unknown
967,-39,Unknown
11941,-51,Unknown
13492,-11,Bad debt
7383,-1,Bad debt
3186,-55,Active
6728,-10,Bad debt
2829,-51,Unknown
5550,-15,Closed
3230,-11,Bad debt
14841,-36,Unknown
12075,-6,Active
10458,-53,Bad debt
4426,-52,Bad debt
2347,-55,Unknown
1773,-46,Closed
13713,-40,Active
821,-19,Unknown
5538,-55,Bad debt
8428,-24,Closed
10167,-35,Active
2200,-13,Bad debt
4454,-4,Unknown
7286,-26,Closed
4730,-35,Bad debt
9858,-48,Bad debt
8955,-20,Unknown
10962,-27,Closed
13654,-6,Unknown
14582,-34,Active
5618,-57,Unknown
4170,-16,Bad debt
10762,-8,Unknown
10835,-12,Bad debt
3940,-48,Unknown
5574,-10,Active
2522,-37,Bad debt
13219,-8,Bad debt
11248,-4,Bad debt
2615,-34,Closed
12877,-22,Bad debt
4291,-5,Active
5278,-12,Active
10623,-45,Unknown
1044,-10,Bad debt
4170,-6,Closed
13057,-43,Closed
199,-39,Unknown
6184,-48,Unknown
351,-38,Active
4293,-37,Unknown
14079,-30,Bad debt
11349,-38,Unknown
12682,-6,Active
6546,-54,Bad debt
4409,-21,Bad debt
4213,-12,Active
9026,-53,Bad debt
2375,-29,Closed
4808,-38,Bad debt
388,-32,Active
9733,-49,Unknown
9739,-3,Active
8893,-54,Bad debt
1028,-8,Bad debt
6427,-45,Closed
2762,-48,Closed
1087,-35,Bad debt
4670,-5,Active
12153,-15,Active
7407,-34,Active
9543,-27,Unknown
8655,-53,Unknown
3431,-25,Closed
10798,-26,Bad debt
7900,-53,Unknown
1518,-37,Unknown
2100,-40,Active
210,-27,Unknown
11688,-54,Closed
14943,-58,Bad debt
9378,-38,Active
12795,-58,Closed
8707,-43,Active
13901,-36,Bad debt
1851,-35,Bad debt
8617,-47,Closed
14495,-19,Closed
9028,-32,Bad debt
9214,-5,Closed
2274,-8,Closed
11812,-55,Active
3687,-35,Active
5341,-49,Active
11902,-35,Active
12220,-52,Closed
9270,-50,Closed
6897,-53,Bad debt
3898,-46,Closed
10474,-4,Unknown
3193,-54,Unknown
3007,-9,Unknown
11370,-24,Bad debt
12439,-12,Bad debt
4243,-19,Closed
14976,-51,Unknown
2843,-4,Bad debt
839,-9,Bad debt
7163,-42,Bad debt
5007,-30,Unknown
11475,-40,Bad debt
12816,-34,Active
13153,-19,Bad debt
6272,-47,Closed
3324,-29,Closed
1820,-38,Bad debt
3253,-27,Closed
14248,-22,Unknown
1782,-47,Unknown
9302,-23,Active
5022,-42,Closed
3258,-55,Closed
7361,-17,Active
13618,-32,Closed
4362,-50,Unknown
13422,-50,Active
262,-1,Closed
720,-52,Unknown
4373,-44,Unknown
1130,-4,Active
258,-45,Unknown
2835,-42,Closed
6350,-53,Closed
12010,-56,Closed
4420,-30,Active
10080,-52,Bad debt
12658,-2,Bad debt
11111,-33,Bad debt
10989,-2,Bad debt
9047,-27,Unknown
2735,-48,Unknown
2823,-46,Unknown
10777,-20,Active
9404,-30,Closed
777,-26,Unknown
8783,-47,Unknown
1191,-24,Closed
12582,-41,Closed
4136,-15,Unknown
13336,-19,Unknown
8837,-36,Closed
10862,-34,Active
4692,-39,Unknown
4761,-31,Closed
8181,-5,Active
7399,-10,Closed
9514,-58,Bad debt
4678,-38,Closed
13940,-4,Unknown
9209,-55,Unknown
3766,-43,Unknown
3184,-14,Active
5501,-32,Bad debt
11333,-20,Bad debt
2169,-34,Active
12891,-11,Active
3970,-53,Bad debt
11755,-24,Closed
11356,-54,Unknown
6340,-6,Closed
8687,-11,Closed
1968,-24,Closed
12967,-45,Closed
8243,-26,Active
6401,-34,Closed
3786,-41,Active
11870,-7,Closed
14230,-44,Bad debt
3748,-52,Bad debt
3511,-55,Unknown
1238,-43,Bad debt
6636,-39,Active
1345,-7,Active
11808,-5,Unknown
13219,-55,Active
3291,-52,Unknown
9874,-29,Bad debt
7637,-44,Closed
5319,-36,Bad debt
8302,-29,Unknown
7857,-38,Unknown
2463,-35,Bad debt
11943,-39,Bad debt
1935,-36,Closed
10280,-20,Active
6193,-3,Bad debt
4905,-24,Unknown
9038,-16,Unknown
10974,-2,Closed
724,-12,Unknown
10418,-11,Bad debt
7135,-18,Unknown
14507,-35,Active
8017,-4,Bad debt
1417,-13,Unknown
2816,-49,Active
12352,-11,Closed
14296,-4,Active
4213,-26,Active
4925,-23,Closed
14062,-52,Active
9420,-18,Active
2982,-41,Active
7680,-10,Unknown
10631,-53,Closed
5045,-42,Active
2132,-24,Active
3068,-20,Closed
7489,-32,Active
3179,-14,Active
9158,-37,Unknown
6869,-50,Bad debt
4445,-4,Bad debt
7932,-18,Unknown
1617,-50,Active
3113,-10,Bad debt
4278,-16,Closed
1531,-9,Closed
4831,-53,Closed
12830,-45,Unknown
7328,-20,Active
13966,-22,Active
14065,-35,Bad debt
11523,-42,Closed
14604,-58,Bad debt
14088,-27,Active
3442,-25,Bad debt
2227,-23,Unknown
4230,-2,Bad debt
12497,-38,Active
1180,-7,Active
14064,-10,Bad debt
424,-57,Unknown
10763,-34,Unknown
9180,-4,Unknown
5812,-25,Closed
14741,-20,Closed
6673,-43,Unknown
14749,-5,Bad debt
10005,-20,Closed
5344,-60,Active
2928,-27,Unknown
4979,-36,Unknown
925,-3,Unknown
14771,-47,Closed
14064,-34,Unknown
13678,-31,Active
13817,-14,Bad debt
3580,-24,Active
11628,-33,Bad debt
3942,-55,Active
14038,-41,Closed
10845,-41,Unknown
1028,-3,Active
14805,-39,Unknown
6538,-36,Bad debt
12853,-9,Active
920,-36,Bad debt
5395,-33,Closed
4030,-19,Closed
6873,-33,Unknown
5610,-21,Active
1993,-15,Bad debt
9275,-3,Active
12858,-10,Active
4247,-20,Unknown
7488,-3,Bad debt
6411,-14,Bad debt
13428,-30,Bad debt
9513,-13,Active
11498,-42,Bad debt
14317,-35,Active
6252,-14,Unknown
7043,-60,Closed
8346,-3,Unknown
5884,-22,Unknown
9016,-4,Closed
7769,-37,Bad debt
6277,-28,Unknown
5668,-27,Closed
6181,-49,Closed
5100,-34,Closed
8520,-3,Bad debt
10731,-51,Unknown
3512,-22,Closed
55,-29,Closed
2374,-36,Closed
2368,-56,Active
11197,-32,Closed
8276,-29,Bad debt
1307,-43,Unknown
7740,-43,Active
14219,-31,Closed
1558,-42,Bad debt
9011,-23,Active
2288,-46,Unknown
3087,-1,Unknown
5462,-12,Bad debt
2062,-38,Unknown
1736,-3,Unknown
10554,-46,Active
11854,-16,Bad debt
8076,-27,Closed
12428,-23,Bad debt
7013,-29,Unknown
8509,-47,Active
10956,-15,Unknown
10442,-6,Unknown
12637,-36,Active
6967,-31,Unknown
14187,-38,Bad debt
1862,-45,Unknown
14038,-55,Bad debt
2176,-24,Active
12703,-25,Active
3709,-14,Closed
1532,-58,Bad debt
4108,-19,Unknown
1767,-55,Bad debt
12663,-1,Bad debt
3662,-20,Bad debt
30,-30,Closed
8075,-56,Unknown
3212,-57,Unknown
10020,-46,Unknown
2728,-45,Closed
9699,-40,Active
12876,-25,Closed
14396,-35,Closed
14170,-52,Closed
10080,-14,Bad debt
5989,-51,Bad debt
5590,-32,Bad debt
9031,-26,Bad debt
3033,-15,Bad debt
1242,-18,Bad debt
9429,-49,Bad debt
4419,-43,Closed
1172,-15,Closed
12026,-55,Unknown
5359,-46,Bad debt
13577,-43,Bad debt
8292,-19,Unknown
2572,-49,Closed
10304,-39,Unknown
1734,-58,Active
14436,-57,Unknown
4056,-57,Unknown
8573,-26,Closed
9966,-51,Active
7613,-40,Active
13132,-29,Bad debt
7414,-23,Closed
12648,-32,Active
14825,-9,Bad debt
12892,-48,Active
3559,-17,Unknown
4700,-17,Active
9534,-15,Bad debt
12067,-56,Active
6258,-15,Unknown
9732,-33,Closed
13050,-35,Bad debt
12314,-45,Closed
2176,-10,Unknown
12488,-25,Closed
11929,-58,Bad debt
1146,-5,Bad debt
12302,-17,Bad debt
9702,-44,Closed
8066,-28,Closed
7608,-9,Active
5539,-2,Bad debt
6727,-19,Unknown
9787,-58,Unknown
10163,-33,Unknown
5649,-55,Bad debt
4299,-60,Active
3544,-22,Active
1721,-6,Bad debt
8412,-56,Closed
2738,-53,Active
6063,-24,Bad debt
11230,-11,Unknown
11366,-39,Bad debt
7675,-19,Unknown
12077,-38,Unknown
10954,-27,Bad debt
3500,-7,Active
1233,-7,Unknown
12196,-9,Unknown
7654,-3,Closed
5875,-32,Unknown
6028,-35,Bad debt
14266,-53,Closed
12529,-7,Unknown
8189,-21,Active
4788,-41,Bad debt
14138,-20,Active
6093,-57,Closed
6277,-48,Closed
12142,-7,Closed
3733,-33,Closed
132,-6,Unknown
3917,-50,Closed
6972,-8,Closed
7349,-20,Closed
5696,-39,Bad debt
6390,-17,Active
7372,-29,Closed
2591,-58,Bad debt
1801,-16,Unknown
5970,-26,Bad debt
6252,-33,Closed
14139,-9,Closed
3112,-27,Bad debt
4043,-2,Bad debt
11387,-31,Closed
9368,-47,Active
12871,-58,Bad debt
13868,-22,Closed
9109,-51,Bad debt
6874,-33,Unknown
14559,-19,Active
9964,-16,Closed
6214,-53,Active
4636,-54,Unknown
683,-17,Closed
4935,-30,Active
6055,-7,Closed
2248,-59,Active
11681,-4,Bad debt
6341,-25,Bad debt
4929,-20,Unknown
12437,-17,Active
11689,-7,Bad debt
9314,-23,Active
9663,-57,Active
14415,-45,Active
3852,-48,Bad debt
3837,-20,Unknown
9976,-55,Bad debt
8726,-38,Unknown
13975,-18,Bad debt
11511,-25,Unknown
13341,-29,Closed
10072,-40,Active
1649,-43,Closed
11681,-38,Closed
550,-2,Bad debt
14104,-4,Closed
11730,-50,Active
3361,-23,Closed
14531,-9,Bad debt
6791,-42,Active
13381,-13,Closed
5835,-55,Bad debt
5150,-50,Active
4998,-11,Active
2733,-22,Active
6101,-2,Unknown
9005,-13,Active
13979,-23,Closed
1010,-58,Active
1125,-23,Closed
13418,-19,Bad debt
12344,-14,Closed
6136,-49,Bad debt
4319,-58,Bad debt
6619,-10,Unknown
9571,-5,Unknown
13765,-56,Bad debt
4420,-7,Active
13743,-38,Bad debt
14449,-23,Bad debt
7769,-18,Unknown
5384,-23,Active
7938,-44,Unknown
7480,-49,Closed
1648,-25,Unknown
11255,-18,Closed
12541,-49,Bad debt
639,-23,Active
11104,-53,Active
853,-50,Unknown
7822,-5,Bad debt
1934,-28,Active
11201,-12,Bad debt
563,-40,Unknown
10898,-12,Active
4407,-19,Active
8164,-7,Closed
3343,-54,Bad debt
10119,-25,Bad debt
4828,-10,Active
7064,-3,Closed
10209,-18,Bad debt
14287,-27,Bad debt
2969,-56,Unknown
3552,-57,Active
4486,-28,Closed
8185,-21,Closed
2380,-19,Closed
13661,-59,Unknown
2340,-7,Unknown
3738,-30,Unknown
6740,-55,Bad debt
11042,-40,Bad debt
12003,-23,Closed
11404,-21,Closed
130,-34,Closed
10075,-23,Bad debt
5799,-14,Unknown
6774,-7,Closed
9342,-60,Closed
6320,-37,Unknown
13675,-24,Closed
12021,-19,Unknown
1680,-57,Bad debt
2846,-45,Active
1551,-26,Closed
4072,-14,Active
12010,-12,Active
4510,-48,Bad debt
12671,-55,Unknown
4433,-13,Bad debt
2520,-26,Active
3923,-2,Active
3643,-33,Active
12187,-51,Closed
2885,-57,Active
14434,-45,Unknown
7301,-49,Closed
954,-19,Closed
833,-32,Closed
8299,-25,Bad debt
6030,-1,Closed
12287,-53,Active
10982,-57,Bad debt
10499,-17,Unknown
4102,-26,Unknown
749,-4,Closed
3014,-59,Bad debt
12150,-52,Bad debt
6875,-15,Bad debt
14811,-38,Unknown
2678,-51,Active
6362,-60,Bad debt
9879,-13,Active
6716,-17,Active
9445,-45,Active
10404,-38,Bad debt
10172,-2,Bad debt
9209,-50,Bad debt
8263,-9,Closed
14262,-2,Active
4347,-21,Closed
6691,-32,Unknown
9564,-47,Unknown
523,-53,Closed
13839,-16,Active
3265,-58,Bad debt
6944,-27,Bad debt
8639,-51,Active
14111,-25,Bad debt
10378,-13,Closed
3115,-40,Active
10565,-25,Closed
13200,-27,Unknown
14584,-1,Bad debt
1879,-11,Bad debt
3038,-5,Active
386,-29,Bad debt
3028,-34,Bad debt
14592,-58,Closed
12574,-58,Bad debt
4309,-34,Active
8720,-12,Unknown
12528,-9,Unknown
3846,-50,Bad debt
10307,-15,Bad debt
13164,-18,Closed
5804,-25,Active
11907,-16,Unknown
7460,-44,Closed
7929,-23,Closed
8524,-56,Bad debt
13659,-39,Unknown
5219,-58,Active
5486,-39,Unknown
11562,-17,Unknown
311,-34,Closed
3155,-31,Closed
6567,-40,Active
7357,-27,Bad debt
7718,-24,Unknown
12526,-57,Active
9157,-5,Active
6185,-45,Active
6287,-9,Unknown
14,-35,Active
12067,-58,Closed
754,-48,Active
13475,-10,Bad debt
9048,-13,Bad debt
11558,-57,Bad debt
8878,-43,Unknown
5334,-12,Bad debt
9047,-41,Bad debt
12806,-45,Active
7025,-36,Closed
5368,-14,Bad debt
14974,-10,Bad debt
5317,-54,Unknown
11071,-42,Unknown
12208,-44,Bad debt
13736,-21,Active
13936,-57,Active
5796,-22,Bad debt
7849,-48,Active
11948,-43,Active
10155,-33,Unknown
12684,-13,Unknown
5664,-21,Closed
11551,-14,Bad debt
4217,-46,Active
6301,-12,Bad debt
11916,-26,Closed
13953,-46,Active
13921,-50,Bad debt
7469,-8,Active
6617,-27,Unknown
11256,-47,Unknown
10753,-26,Bad debt
7679,-45,Bad debt
6947,-46,Active
7412,-7,Unknown
5313,-3,Active
6373,-1,Bad debt
8823,-38,Active
4740,-2,Bad debt
9579,-26,Unknown
8411,-18,Unknown
5338,-10,Active
6235,-41,Active
5693,-36,Bad debt
1290,-41,Closed
1918,-51,Bad debt
4243,-10,Active
6627,-21,Active
12904,-24,Closed
9384,-48,Bad debt
7720,-13,Unknown
14483,-40,Active
24,-1,Unknown
5003,-5,Bad debt
5725,-12,Closed
11739,-29,Active
5466,-38,Bad debt
117,-1,Unknown
7426,-15,Closed
2949,-30,Bad debt
14859,-32,Closed
13686,-12,Bad debt
10381,-42,Active
6790,-25,Bad debt
2419,-23,Closed
9664,-2,Closed
9110,-10,Bad debt
9300,-7,Active
13766,-47,Bad debt
863,-59,Closed
12413,-56,Closed
5177,-34,Closed
5571,-13,Active
2241,-2,Bad debt
2099,-10,Active
9567,-8,Unknown
2081,-27,Active
10250,-41,Unknown
6703,-12,Closed
5240,-48,Closed
14969,-24,Unknown
8163,-29,Bad debt
2300,-19,Unknown
2714,-2,Bad debt
4343,-3,Bad debt
5499,-7,Bad debt
4168,-8,Closed
5844,-14,Unknown
13500,-43,Unknown
7543,-4,Bad debt
4431,-9,Bad debt
1222,-26,Bad debt
9105,-2,Unknown
3130,-5,Bad debt
1155,-8,Active
6177,-41,Active
9950,-50,Bad debt
12669,-2,Active
1108,-7,Bad debt
10943,-41,Active
11176,-51,Unknown
3584,-31,Bad debt
9100,-7,Unknown
13797,-46,Unknown
7440,-41,Bad debt
7878,-30,Bad debt
7100,-29,Bad debt
3302,-23,Closed
2721,-56,Unknown
6772,-52,Bad debt
13169,-6,Unknown
4398,-44,Bad debt
6620,-32,Active
9434,-34,Unknown
6144,-2,Closed
13512,-33,Closed
1629,-3,Closed
3293,-26,Bad debt
3716,-18,Active
9018,-39,Closed
7175,-13,Unknown
2380,-59,Active
1274,-27,Closed
14432,-44,Bad debt
10341,-32,Bad debt
5362,-34,Bad debt
5608,-9,Bad debt
12616,-15,Active
5127,-20,Active
11354,-35,Closed
4808,-38,Unknown
988,-33,Bad debt
1923,-16,Closed
4110,-57,Closed
6517,-2,Active
1092,-14,Active
6472,-40,Active
11038,-6,Closed
6429,-35,Bad debt
11832,-27,Active
2316,-2,Unknown
10080,-13,Unknown
14376,-43,Active
3200,-18,Bad debt
6414,-45,Bad debt
5999,-34,Closed
14023,-27,Closed
6554,-55,Closed
12658,-15,Closed
1033,-22,Bad debt
2174,-34,Closed
7888,-10,Unknown
13456,-5,Bad debt
4468,-45,Active
10463,-10,Bad debt
3516,-9,Closed
5728,-24,Closed
11362,-59,Active
6389,-27,Unknown
888,-45,Active
3546,-5,Bad debt
12563,-60,Active
7409,-55,Active
14356,-22,Active
4761,-36,Unknown
1403,-16,Unknown
12373,-25,Active
11808,-58,Unknown
11181,-20,Unknown
932,-52,Closed
13145,-53,Closed
8558,-6,Bad debt
12890,-38,Closed
2896,-29,Unknown
8790,-35,Bad debt
