SK_ID_BUREAU,SK_ID_CURR,DAYS_CREDIT,AMT_CREDIT_SUM,CREDIT_SUM_LIMIT,CREDIT_TYPE
7513,101722,-3422,28048.45,11463.56,Mortgage
7514,107388,-954,9682.63,12325.5,Credit card
7515,106261,-2345,33670.47,15433.8,Car loan
7516,111543,-3972,38532.92,16349.59,Consumer credit
7517,100465,-283,24489.28,19383.6,Other
7518,102826,-2424,12991.01,6031.98,Other
7519,104184,-2691,9427.2,19132.59,Consumer credit
7520,108444,-2566,4607.37,6930.99,Other
7521,113381,-590,4192.12,16814.88,Credit card
7522,103416,-329,23524.17,15861.81,Credit card
7523,110100,-2978,22107.07,17146.3,Mortgage
7524,109999,-386,47128.4,18468.55,Car loan
7525,110112,-3035,36101.53,1629.94,Car loan
7526,112514,-3641,1371.76,13383.42,Other
7527,109571,-3172,13745.72,17387.74,Consumer credit
7528,106992,-3478,30780.24,10259.79,Consumer credit
7529,110402,-1407,4025.86,17651.35,Mortgage
7530,111963,-830,44856.31,18195.58,Credit card
7531,102313,-1276,25198.5,1882.41,Other
7532,109557,-2525,7562.64,4944.91,Credit card
7533,114324,-3076,36350.17,10842.71,Mortgage
7534,100269,-3046,25655.59,5132.97,Car loan
7535,100292,-3845,22719.19,2345.6,Car loan
7536,101378,-1127,42859.04,13893.0,Credit card
7537,103148,-3836,22716.7,18591.24,Other
7538,107206,-604,23781.15,14280.4,Other
7539,113257,-1165,10474.94,19585.13,Consumer credit
7540,105006,-647,21949.3,8905.63,Mortgage
7541,107918,-1498,30554.34,13088.03,Credit card
7542,104223,-350,11882.19,762.38,Car loan
7543,112899,-3998,11919.79,17494.78,Mortgage
7544,105613,-2844,42609.64,4437.99,Mortgage
7545,114327,-3585,49668.59,11411.9,Car loan
7546,106033,-1879,31758.73,9360.51,Consumer credit
7547,113218,-1177,27517.51,7126.6,Consumer credit
7548,105774,-1605,3723.51,14889.03,Mortgage
7549,100130,-1735,3950.65,3552.63,Consumer credit
7550,110584,-2217,18547.64,5301.62,Other
7551,106387,-3629,8688.38,1640.49,Other
7552,106292,-2784,47321.21,4315.03,Car loan
7553,107365,-918,22208.72,14318.41,Credit card
7554,104682,-3484,10150.66,8319.67,Other
7555,112170,-909,15298.19,15728.54,Other
7556,110363,-2583,34741.84,10469.47,Mortgage
7557,112671,-328,33021.91,656.67,Other
7558,113902,-722,20000.85,18064.82,Consumer credit
7559,106486,-1207,6501.02,9528.93,Other
7560,110197,-128,18343.77,7719.27,Car loan
7561,103517,-2761,30191.69,17549.83,Car loan
7562,105985,-1003,46972.25,3283.77,Mortgage
7563,105444,-3844,23475.3,145.77,Car loan
7564,111330,-3919,15846.19,1879.44,Credit card
7565,110727,-453,30287.95,4770.35,Car loan
7566,109849,-248,31909.67,15851.15,Mortgage
7567,100539,-3444,32386.74,13664.21,Credit card
7568,107107,-693,21683.09,15574.29,Car loan
7569,109574,-3990,18259.15,3071.95,Car loan
7570,109597,-3592,30738.83,7657.66,Mortgage
7571,104401,-2553,25766.5,9469.86,Credit card
7572,113233,-2428,19663.38,8484.37,Consumer credit
7573,114332,-2757,31135.0,19801.19,Credit card
7574,103200,-1969,25003.5,19048.26,Credit card
7575,106582,-3629,22404.85,12823.8,Car loan
7576,114563,-1354,36716.41,19792.54,Mortgage
7577,114520,-3540,2548.75,3498.9,Car loan
7578,107080,-3719,35628.52,16192.67,Car loan
7579,104987,-1545,10074.39,8402.26,Other
7580,110407,-754,30895.92,7474.32,Consumer credit
7581,101247,-3615,21819.07,13117.57,Other
7582,102053,-1790,44489.9,16052.44,Credit card
7583,112385,-3234,23632.19,8828.4,Consumer credit
7584,109602,-2106,6255.42,18279.12,Mortgage
7585,113416,-137,28617.32,4098.65,Consumer credit
7586,106359,-1431,24249.95,17285.85,Car loan
7587,107304,-655,47936.76,7173.8,Mortgage
7588,105235,-1603,28280.84,12009.19,Other
7589,102770,-2448,2027.62,10680.24,Credit card
7590,110251,-3502,43501.16,9567.02,Consumer credit
7591,106760,-1202,27345.78,9418.61,Consumer credit
7592,109435,-569,35083.07,11392.68,Consumer credit
7593,114155,-3681,36732.44,14760.08,Car loan
7594,101034,-2556,27587.01,10951.3,Car loan
7595,104175,-3719,41047.74,11379.95,Credit card
7596,111453,-1452,29324.35,3210.66,Other
7597,109750,-3214,34259.46,2020.55,Consumer credit
7598,103097,-1378,2200.48,3118.05,Consumer credit
7599,113044,-1225,48037.06,7650.03,Mortgage
7600,111732,-1843,12851.61,3342.37,Credit card
7601,103980,-1881,26769.62,14093.66,Credit card
7602,101785,-1590,24551.58,1883.0,Mortgage
7603,104727,-3808,23752.34,18779.92,Car loan
7604,112898,-3348,19116.92,8016.01,Mortgage
7605,111615,-3185,10632.79,4552.14,Credit card
7606,110977,-3492,46042.27,19481.03,Mortgage
7607,109558,-2094,44682.34,3543.24,Mortgage
7608,110273,-2669,8441.63,11620.21,Consumer credit
7609,100599,-626,6978.31,15886.13,Credit card
7610,113235,-2551,9185.32,9531.9,Consumer credit
7611,114235,-3890,6115.54,13009.58,Consumer credit
7612,110718,-335,15941.65,17001.33,Mortgage
7613,107503,-3053,10962.38,15416.19,Car loan
7614,111538,-592,21247.02,14899.31,Mortgage
7615,106987,-1867,5827.72,15962.84,Car loan
7616,104861,-2088,39064.62,6576.4,Mortgage
7617,109896,-2194,14141.66,17224.94,Car loan
7618,104723,-1967,39976.57,6102.01,Credit card
7619,105263,-675,34753.94,3370.13,Car loan
7620,114220,-1816,22083.35,19790.6,Consumer credit
7621,103141,-1563,15917.44,11859.82,Mortgage
7622,113286,-826,35274.58,15518.53,Car loan
7623,110778,-1682,36942.1,3372.56,Other
7624,101248,-2996,25263.08,12388.46,Credit card
7625,107813,-2820,31332.59,12361.81,Mortgage
7626,113670,-2632,22349.02,1079.62,Other
7627,104947,-3220,38475.81,1612.96,Car loan
7628,103390,-2878,49575.8,10353.67,Credit card
7629,113145,-3680,17719.96,11881.42,Other
7630,110971,-2699,27189.65,12908.97,Consumer credit
7631,110843,-3980,5524.81,18529.42,Credit card
7632,109361,-1805,3827.38,2934.24,Car loan
7633,104744,-1226,5188.43,16965.66,Other
7634,106932,-78,22014.76,7459.05,Credit card
7635,101247,-2314,16444.13,17504.69,Car loan
7636,100139,-3282,19573.98,8186.72,Car loan
7637,109022,-15,1069.3,1899.73,Mortgage
7638,111998,-2861,25504.52,14661.24,Consumer credit
7639,112870,-883,27372.39,19179.78,Consumer credit
7640,107739,-1564,2187.29,10086.29,Mortgage
7641,111099,-3930,46168.29,14595.0,Car loan
7642,112626,-844,34495.37,9985.08,Car loan
7643,110734,-2837,32205.51,4484.73,Mortgage
7644,109279,-3665,39415.92,1790.84,Other
7645,109218,-961,12377.52,12149.64,Car loan
7646,111732,-2254,2494.86,4770.12,Consumer credit
7647,110262,-737,14661.25,10076.23,Car loan
7648,105402,-3935,36931.66,3584.19,Credit card
7649,108591,-1481,40141.38,3210.65,Mortgage
7650,110851,-1389,18158.18,1717.28,Car loan
7651,104444,-2437,11314.79,17373.56,Mortgage
7652,106508,-512,39833.9,6032.68,Consumer credit
7653,109376,-3703,37164.62,5290.65,Consumer credit
7654,105114,-3794,5296.43,13265.28,Credit card
7655,105282,-2825,28302.99,579.54,Credit card
7656,112243,-2028,15688.56,9521.13,Car loan
7657,106718,-399,28165.63,6327.95,Consumer credit
7658,111974,-706,25108.46,4385.94,Car loan
7659,106680,-1799,41784.99,16943.09,Credit card
7660,104301,-3181,9659.41,18685.62,Consumer credit
7661,104588,-2360,36982.93,5517.81,Consumer credit
7662,102969,-1444,45500.53,10797.86,Consumer credit
7663,110852,-3908,20839.39,379.74,Consumer credit
7664,101516,-1449,7721.44,6119.51,Car loan
7665,106648,-1421,20817.91,5780.45,Mortgage
7666,103969,-95,38375.73,14702.43,Credit card
7667,104480,-1422,12950.39,19489.86,Consumer credit
7668,100502,-2149,30856.4,2405.99,Other
7669,100739,-2244,46672.15,17767.92,Car loan
7670,100343,-3053,18462.22,11084.62,Car loan
7671,102460,-3481,23493.09,6497.85,Other
7672,107759,-1954,2825.3,623.16,Credit card
7673,102846,-1656,35715.86,1743.07,Mortgage
7674,106998,-159,35543.82,15605.2,Car loan
7675,103605,-3010,25930.19,15733.71,Other
7676,100124,-688,47335.2,1937.84,Mortgage
7677,111152,-1621,42472.99,16001.1,Consumer credit
7678,105598,-2632,32759.25,6428.54,Car loan
7679,108198,-3083,22678.18,3665.24,Mortgage
7680,109601,-1455,2145.96,5284.07,Car loan
7681,111195,-2616,4419.89,17083.17,Car loan
7682,100038,-2420,11099.15,12337.5,Other
7683,107569,-3220,749.52,5018.65,Mortgage
7684,108892,-683,42125.85,3770.17,Car loan
7685,101184,-1716,46202.01,16997.13,Mortgage
7686,105671,-3942,11879.27,18834.73,Consumer credit
7687,114911,-2813,34046.49,6458.06,Mortgage
7688,100220,-67,22178.95,11206.36,Consumer credit
7689,106832,-2432,49724.87,17727.39,Consumer credit
7690,100120,-1906,41447.18,16011.18,Mortgage
7691,114332,-3320,9913.07,14386.57,Mortgage
7692,101691,-362,39764.31,11371.69,Car loan
7693,101896,-1503,42658.98,10682.05,Other
7694,106381,-929,5446.34,9274.56,Car loan
7695,100806,-354,44481.34,10434.83,Mortgage
7696,106931,-1433,7642.23,9715.69,Consumer credit
7697,100215,-2498,9404.41,11444.26,Mortgage
7698,113889,-953,15603.36,6381.59,Car loan
7699,101222,-3674,12567.83,18165.43,Credit card
7700,103519,-3370,44552.04,5938.37,Other
7701,113809,-328,20662.94,352.27,Consumer credit
7702,103217,-3335,4902.06,9684.02,Credit card
7703,100491,-3911,32686.61,4562.4,Credit card
7704,100817,-2488,1904.65,298.37,Credit card
7705,112934,-611,26231.96,4814.59,Car loan
7706,110213,-1791,39806.52,12007.46,Consumer credit
7707,107716,-3899,24496.95,5300.91,Mortgage
7708,104757,-2081,12846.72,1362.79,Consumer credit
7709,100862,-544,19196.75,9741.78,Credit card
7710,100929,-2756,34382.88,7788.44,Credit card
7711,103516,-2793,28183.05,18967.55,Other
7712,106166,-1673,45297.69,2958.32,Car loan
7713,113538,-2439,7942.28,13423.0,Credit card
7714,114394,-1729,23466.93,3127.74,Other
7715,105241,-292,44449.14,16474.59,Credit card
7716,106284,-2396,5129.46,17321.52,Consumer credit
7717,110832,-3062,16652.95,12783.92,Other
7718,105125,-2170,46772.34,1507.78,Car loan
7719,100511,-3640,21490.83,10087.91,Car loan
7720,105731,-3011,14010.44,10915.11,Other
7721,104383,-1564,14724.18,2384.4,Consumer credit
7722,111281,-107,3307.05,12588.62,Credit card
7723,108830,-3406,25185.13,9026.18,Other
7724,111840,-1849,4763.83,7193.22,Car loan
7725,110116,-3571,43401.02,9478.27,Consumer credit
7726,110730,-2587,5531.81,5881.64,Mortgage
7727,112847,-2891,25648.1,4223.42,Other
7728,104755,-1895,44513.0,3516.7,Credit card
7729,101830,-3039,16181.28,15171.38,Consumer credit
7730,113236,-2750,8940.42,13605.68,Other
7731,105662,-1892,2121.77,295.15,Consumer credit
7732,106368,-130,31378.83,4127.3,Credit card
7733,112812,-58,930.51,6630.17,Mortgage
7734,100129,-1583,19381.42,14781.24,Credit card
7735,111445,-3497,26932.71,5099.73,Credit card
7736,112809,-3018,1430.81,68.24,Consumer credit
7737,101479,-1267,21963.12,16032.4,Other
7738,112300,-2352,40691.63,18330.76,Consumer credit
7739,103984,-3255,12201.31,5729.97,Consumer credit
7740,109288,-125,11745.33,9547.9,Other
7741,106518,-2338,49959.23,4900.54,Other
7742,105965,-219,15991.82,3494.41,Other
7743,107669,-2718,27620.51,868.14,Other
7744,114643,-1260,4886.5,17648.88,Credit card
7745,114844,-323,12959.68,7610.24,Mortgage
7746,112112,-3857,12097.66,62.63,Car loan
7747,104444,-2961,49556.81,18835.97,Consumer credit
7748,101094,-146,36658.91,14929.29,Car loan
7749,104958,-2717,10095.57,9769.84,Credit card
7750,112489,-3274,40914.73,787.02,Other
7751,107060,-3737,32679.43,13629.95,Credit card
7752,102363,-3858,31354.42,11554.02,Other
7753,104262,-1062,22443.93,11011.94,Consumer credit
7754,114789,-951,44387.92,385.08,Mortgage
7755,107192,-1169,7933.48,8979.72,Credit card
7756,111984,-444,27739.07,10686.21,Other
7757,112078,-3292,1544.63,4789.24,Mortgage
7758,109747,-3388,49004.1,17944.27,Consumer credit
7759,113007,-3564,9912.03,15157.73,Consumer credit
7760,107954,-2402,2129.31,3362.32,Consumer credit
7761,102094,-2322,40876.12,3516.18,Mortgage
7762,100064,-823,49986.87,3936.93,Credit card
7763,112477,-7,22166.45,14708.77,Mortgage
7764,110857,-498,20061.22,6750.8,Credit card
7765,109318,-2378,48824.1,18302.72,Credit card
7766,105846,-3671,36446.56,4881.89,Mortgage
7767,107293,-2663,34954.9,12783.91,Mortgage
7768,102526,-1205,4895.31,6460.32,Credit card
7769,114805,-1475,29838.5,13315.87,Credit card
7770,108864,-1350,23674.17,3219.9,Mortgage
7771,111023,-3487,26038.12,5519.35,Credit card
7772,109345,-1510,14263.23,18574.08,Consumer credit
7773,100413,-2224,5199.95,2786.18,Mortgage
7774,105778,-2582,43794.44,2585.54,Other
7775,110614,-985,49286.24,1130.73,Credit card
7776,112316,-2353,37250.09,18244.23,Other
7777,109299,-1049,4534.58,14157.77,Other
7778,100345,-2916,48949.0,19144.51,Consumer credit
7779,108816,-2771,29364.42,3011.04,Other
7780,105642,-1878,2012.73,13312.98,Consumer credit
7781,104959,-1450,36434.11,14661.5,Consumer credit
7782,113905,-666,7468.3,13243.85,Credit card
7783,100295,-1307,4869.94,17138.14,Credit card
7784,109686,-607,4518.21,19590.41,Credit card
7785,104747,-1405,2680.01,11661.7,Credit card
7786,103126,-2111,30418.12,14459.6,Other
7787,110563,-3918,31969.14,10594.29,Credit card
7788,103330,-1392,15601.73,25.72,Other
7789,108083,-1705,8180.09,2534.12,Mortgage
7790,101020,-3485,36045.0,17736.3,Other
7791,108891,-2635,30917.22,2556.55,Car loan
7792,108988,-3277,12092.76,16416.93,Mortgage
7793,102869,-1057,7031.13,16666.27,Credit card
7794,110566,-1902,13302.52,5277.16,Car loan
7795,111395,-1994,21889.22,17612.68,Credit card
7796,113887,-3713,19850.08,12977.03,Car loan
7797,113577,-541,2747.11,4242.65,Consumer credit
7798,112571,-2216,41415.3,3995.28,Other
7799,112823,-315,45343.26,939.03,Credit card
7800,100686,-2241,45155.15,18806.01,Car loan
7801,114085,-2687,13356.07,1877.17,Car loan
7802,101568,-1157,47921.94,18465.29,Other
7803,113767,-2097,30828.94,11770.31,Consumer credit
7804,111820,-1107,14699.52,3817.75,Credit card
7805,103931,-3443,20624.52,9346.74,Mortgage
7806,112909,-2367,11027.0,13094.44,Mortgage
7807,103551,-1367,18650.54,18660.85,Car loan
7808,109984,-1863,36487.89,9767.2,Mortgage
7809,103198,-519,8211.47,12728.25,Other
7810,114269,-1176,29547.54,6986.67,Credit card
7811,106465,-742,1579.01,17068.67,Car loan
7812,108262,-1975,46892.5,13101.25,Credit card
7813,111604,-2552,17193.57,12373.22,Consumer credit
7814,112994,-1744,37145.69,18950.42,Car loan
7815,114848,-1526,6828.22,2302.87,Car loan
7816,112669,-1874,9003.88,7824.95,Credit card
7817,112633,-3360,7437.59,13743.28,Credit card
7818,111809,-1707,5121.86,8615.39,Car loan
7819,101865,-3402,4119.66,14664.18,Credit card
7820,103676,-81,1431.74,18153.0,Mortgage
7821,113804,-1791,46028.27,16585.18,Mortgage
7822,112505,-1693,46515.07,3302.84,Credit card
7823,112259,-1459,25706.74,8635.51,Car loan
7824,109623,-2465,36218.18,12490.29,Credit card
7825,109217,-3271,23321.25,5001.37,Other
7826,112177,-1577,28209.77,5489.36,Credit card
7827,100068,-1150,4509.1,19119.85,Other
7828,109285,-2262,40497.65,14757.56,Other
7829,110735,-1707,7615.45,3243.06,Other
7830,100387,-1890,39771.48,6070.19,Car loan
7831,103059,-3434,31054.44,8794.66,Consumer credit
7832,101143,-19,2709.26,11732.76,Mortgage
7833,110197,-1806,11931.81,10965.68,Credit card
7834,104886,-2655,8821.42,19913.06,Mortgage
7835,111335,-312,20515.31,11873.32,Consumer credit
7836,103752,-420,33294.76,9803.84,Credit card
7837,100179,-3826,13267.41,16377.53,Mortgage
7838,112545,-3166,44348.37,1250.48,Credit card
7839,107352,-646,29174.11,2518.62,Car loan
7840,107547,-3544,6385.1,4702.09,Car loan
7841,112232,-2988,5985.68,18819.49,Car loan
7842,105636,-2992,9546.79,1965.26,Other
7843,111507,-777,36702.85,2572.82,Credit card
7844,103939,-1566,48235.64,16691.04,Credit card
7845,112959,-1408,18092.61,14009.99,Car loan
7846,107501,-3803,28597.95,4677.68,Credit card
7847,103927,-2149,8628.81,10434.94,Other
7848,110520,-3559,47464.86,14747.45,Car loan
7849,109683,-300,3740.52,7242.29,Other
7850,111454,-1961,19761.05,15917.77,Car loan
7851,113085,-1192,41198.74,14740.18,Car loan
7852,101170,-3462,39994.74,4678.63,Car loan
7853,108560,-2350,40427.33,3951.11,Mortgage
7854,110606,-3921,38460.25,10465.99,Credit card
7855,113879,-1217,15434.99,19932.15,Mortgage
7856,109911,-436,47197.65,7105.54,Car loan
7857,112381,-3941,29104.41,13440.15,Other
7858,103853,-1399,45372.83,4304.55,Car loan
7859,111665,-1905,43674.77,12682.84,Other
7860,101989,-3808,8412.13,17640.87,Credit card
7861,103555,-406,46749.83,12394.43,Credit card
7862,107090,-2370,11408.26,16835.78,Car loan
7863,111631,-607,10188.63,4916.14,Car loan
7864,102989,-3043,11779.55,10077.96,Mortgage
7865,106907,-3117,4176.37,11021.54,Consumer credit
7866,106914,-2667,15826.4,11207.77,Car loan
7867,107752,-3114,38740.45,19958.04,Consumer credit
7868,114366,-2496,20253.79,3825.85,Consumer credit
7869,102315,-2219,18840.67,18382.78,Credit card
7870,112191,-3315,44354.7,3477.69,Other
7871,114894,-848,22015.02,5136.6,Consumer credit
7872,102698,-1500,25805.7,9049.78,Mortgage
7873,113516,-401,42291.69,8466.3,Credit card
7874,112632,-1863,25786.42,7343.17,Mortgage
7875,103909,-2216,26685.13,3468.65,Credit card
7876,105335,-668,28239.22,8378.71,Car loan
7877,112499,-1497,17264.18,19688.38,Car loan
7878,114355,-1647,13621.16,4533.19,Consumer credit
7879,111319,-2133,24055.53,6209.7,Credit card
7880,114810,-754,46391.55,44.62,Other
7881,100635,-374,9784.38,6121.85,Credit card
7882,111721,-933,45109.33,16354.47,Credit card
7883,104694,-374,14766.05,2623.49,Mortgage
7884,110740,-2917,31621.15,16551.13,Car loan
7885,110413,-2679,19328.11,14044.66,Mortgage
7886,101850,-1067,41575.87,2914.61,Mortgage
7887,112787,-1230,8222.4,18156.32,Mortgage
7888,108949,-2500,46541.54,4845.84,Mortgage
7889,108668,-1487,16213.5,17953.51,Consumer credit
7890,113758,-404,48782.54,4457.52,Consumer credit
7891,105779,-3540,24502.38,6198.63,Car loan
7892,110948,-1000,18397.87,7265.05,Mortgage
7893,103883,-1463,10519.03,1525.91,Credit card
7894,112544,-3553,4116.14,6918.97,Other
7895,112934,-210,40163.18,15575.73,Credit card
7896,111595,-2364,17061.56,13744.71,Mortgage
7897,110479,-520,11123.49,6063.47,Other
7898,114007,-1848,47156.72,13018.09,Credit card
7899,112904,-2220,1199.51,16647.34,Consumer credit
7900,103326,-591,4012.73,13536.78,Mortgage
7901,105295,-1420,38299.9,18151.51,Other
7902,105877,-2902,31303.88,4877.45,Credit card
7903,109857,-3782,46595.13,16033.55,Mortgage
7904,112283,-889,12224.2,8863.63,Consumer credit
7905,109193,-3194,30159.77,2478.44,Car loan
7906,106297,-1177,18966.07,3559.27,Credit card
7907,104840,-2894,18559.63,19854.67,Mortgage
7908,103553,-3793,10729.09,16995.74,Mortgage
7909,106642,-460,6889.62,14231.08,Mortgage
7910,109911,-423,2973.32,1009.51,Other
7911,113483,-3106,40431.76,4987.08,Credit card
7912,102341,-233,31165.36,11309.99,Other
7913,109815,-3142,5098.26,12430.91,Credit card
7914,109442,-1389,905.46,14672.21,Car loan
7915,104193,-3859,33291.49,10472.87,Car loan
7916,100206,-869,12740.94,11183.47,Mortgage
7917,104179,-205,1903.66,14108.94,Mortgage
7918,107047,-3743,39254.93,2.1,Mortgage
7919,105043,-1234,34901.34,8453.97,Car loan
7920,100751,-2936,29219.94,6812.68,Other
7921,107320,-635,14349.61,11994.39,Credit card
7922,107660,-1630,21615.57,4779.23,Mortgage
7923,108315,-3310,26200.5,13295.73,Consumer credit
7924,107059,-1458,28699.49,436.21,Car loan
7925,110287,-704,39314.15,1319.49,Credit card
7926,107061,-3559,39158.67,9339.68,Mortgage
7927,107440,-787,37444.14,5375.92,Other
7928,113606,-3337,30927.08,2608.71,Credit card
7929,111408,-597,4990.77,14684.16,Credit card
7930,102022,-657,5898.05,8252.38,Consumer credit
7931,112564,-2700,14238.59,9803.1,Other
7932,106168,-3961,12657.57,13303.61,Car loan
7933,100885,-3185,4567.69,5311.75,Mortgage
7934,106323,-1218,35390.97,11073.3,Consumer credit
7935,103923,-298,36631.29,18374.33,Other
7936,105374,-1440,17908.65,3461.63,Car loan
7937,106282,-3871,29091.14,19359.36,Consumer credit
7938,111953,-946,13751.07,11033.52,Consumer credit
7939,101565,-1251,6462.26,7294.19,Car loan
7940,109047,-3768,40611.67,12100.85,Credit card
7941,102927,-3235,20210.91,11144.22,Car loan
7942,100237,-2355,5205.58,11430.23,Mortgage
7943,100562,-3255,45691.2,19781.91,Mortgage
7944,104719,-38,49103.01,378.59,Other
7945,103097,-2523,23908.35,18955.44,Mortgage
7946,103780,-1384,1915.69,17088.65,Mortgage
7947,100091,-2730,15733.09,15450.44,Car loan
7948,110511,-1938,16620.97,8147.53,Credit card
7949,101553,-2800,31124.52,19263.66,Other
7950,108201,-2649,12165.44,6018.74,Credit card
7951,102654,-1532,40163.56,6612.8,Car loan
7952,107571,-3940,34940.76,18904.98,Credit card
7953,113936,-2048,28778.95,1784.59,Other
7954,110009,-1178,48082.29,1523.34,Mortgage
7955,111108,-2110,31975.78,7068.62,Consumer credit
7956,107615,-523,9435.76,9863.13,Car loan
7957,112688,-3277,22625.22,12492.21,Other
7958,101805,-3577,22053.95,17079.58,Other
7959,101057,-762,27082.95,9551.11,Car loan
7960,108601,-425,21824.59,9314.92,Mortgage
7961,114762,-1604,8064.16,6147.32,Mortgage
7962,111243,-3687,16584.36,16425.11,Mortgage
7963,106429,-2753,23713.83,3084.05,Mortgage
7964,103828,-2516,8233.64,17379.57,Credit card
7965,102395,-3147,15405.45,786.56,Consumer credit
7966,106900,-111,2550.14,6492.4,Other
7967,113028,-7,48568.05,15555.96,Consumer credit
7968,112530,-3895,43171.86,6317.51,Credit card
7969,109775,-3647,27916.07,17759.27,Other
7970,103179,-1736,28360.22,12575.26,Mortgage
7971,113567,-693,43360.6,8114.26,Other
7972,101373,-2171,15831.11,13030.98,Mortgage
7973,114554,-1678,31956.19,10770.27,Credit card
7974,111504,-3510,13140.77,12961.84,Mortgage
7975,112369,-1152,46284.87,5654.81,Credit card
7976,112217,-172,45656.6,13540.75,Consumer credit
7977,104392,-269,39449.91,1995.94,Car loan
7978,111963,-1458,22589.15,13389.37,Car loan
7979,102618,-1280,43767.85,1030.81,Other
7980,112379,-1212,39836.95,14963.24,Consumer credit
7981,109895,-1862,15355.26,10244.7,Car loan
7982,104511,-2691,32456.16,14712.1,Mortgage
7983,100526,-2183,30138.44,11005.69,Car loan
7984,114126,-3935,33957.9,16482.58,Credit card
7985,106965,-1973,46396.05,14830.59,Consumer credit
7986,112191,-1863,26860.07,1569.36,Car loan
7987,103043,-3956,46932.23,8064.08,Other
7988,105134,-921,42179.31,13001.59,Credit card
7989,113082,-3414,13237.42,7986.96,Other
7990,104464,-2911,19774.79,321.45,Other
7991,101678,-3601,29485.94,17049.59,Consumer credit
7992,106996,-800,45548.37,13460.19,Credit card
7993,103918,-3499,7653.95,15460.03,Mortgage
7994,112877,-1260,26411.19,10935.93,Mortgage
7995,101030,-2342,18181.41,13394.58,Credit card
7996,102810,-1422,43615.58,10856.25,Mortgage
7997,109531,-1405,23430.62,11320.79,Other
7998,108035,-3074,19321.23,15039.33,Consumer credit
7999,102410,-1588,27649.94,474.09,Consumer credit
8000,112855,-1036,4703.42,6264.94,Other
8001,100156,-26,4269.51,14101.66,Car loan
8002,113890,-76,4565.24,17815.29,Car loan
8003,108131,-1765,4434.94,4920.1,Consumer credit
8004,105605,-2916,5709.82,18223.96,Car loan
8005,110260,-199,7785.67,2077.54,Credit card
8006,103415,-942,46847.19,1894.92,Credit card
8007,110348,-3514,32965.78,17275.18,Credit card
8008,104810,-2306,33667.52,14534.11,Consumer credit
8009,102648,-1494,34886.41,18374.61,Credit card
8010,106146,-602,40306.41,16798.11,Consumer credit
8011,107612,-1013,1561.16,5337.91,Car loan
8012,114653,-1636,5901.1,18938.86,Other
8013,108327,-2324,19470.58,13532.79,Other
8014,111236,-2536,4653.35,16041.3,Other
8015,103055,-3831,46049.08,4794.78,Credit card
8016,104640,-1081,17880.28,5040.53,Consumer credit
8017,102442,-821,10474.09,6765.57,Consumer credit
8018,113284,-3715,30697.1,9955.62,Credit card
8019,103971,-2974,29984.96,11596.96,Consumer credit
8020,108142,-3339,23319.27,14609.77,Mortgage
8021,109998,-1439,26845.8,3548.21,Consumer credit
8022,114112,-1609,32357.51,16718.9,Credit card
8023,100483,-1182,25146.7,5662.47,Other
8024,103200,-3589,46107.87,6454.76,Other
8025,112707,-3098,10801.56,4890.28,Credit card
8026,112469,-196,15586.79,4619.61,Other
8027,113949,-921,18380.93,2461.18,Car loan
8028,112137,-547,18397.76,864.36,Credit card
8029,108563,-1855,13298.02,9165.19,Credit card
8030,100120,-2150,3379.97,11107.23,Consumer credit
8031,111960,-2740,33555.97,2118.06,Consumer credit
8032,100614,-174,32749.78,19429.88,Car loan
8033,110886,-3873,23867.97,4586.0,Mortgage
8034,113117,-1482,29430.28,2702.0,Mortgage
8035,103753,-2685,28896.87,6505.69,Mortgage
8036,108195,-2568,26396.2,1664.76,Consumer credit
8037,107932,-1432,33374.41,14911.94,Credit card
8038,103851,-2685,46160.41,5867.14,Car loan
8039,109016,-1730,45686.04,17291.42,Consumer credit
8040,102888,-3498,45163.01,14186.81,Car loan
8041,103211,-1427,41856.1,9370.74,Other
8042,104071,-3367,43808.02,6129.0,Other
8043,112742,-2987,23224.63,7239.87,Credit card
8044,104641,-1360,12032.64,19419.72,Other
8045,105405,-3931,24500.3,8283.18,Mortgage
8046,102850,-2040,14149.98,5728.34,Credit card
8047,109350,-2482,29397.65,5984.33,Consumer credit
8048,109497,-140,4843.75,19361.07,Car loan
8049,100525,-1792,44985.58,15818.15,Car loan
8050,100057,-2871,4842.41,14053.48,Mortgage
8051,102056,-2013,27454.23,5017.53,Mortgage
8052,103664,-1353,38483.43,2291.75,Mortgage
8053,111172,-1869,5559.51,18907.97,Car loan
8054,105280,-3731,24958.89,18483.81,Mortgage
8055,101636,-3120,49421.89,15980.83,Car loan
8056,108559,-3468,32120.63,14992.25,Other
8057,111499,-2901,2414.92,1202.11,Credit card
8058,112443,-3370,5847.65,18822.62,Car loan
8059,111358,-1633,7171.53,28.72,Other
8060,107319,-1381,8307.81,19884.46,Mortgage
8061,102537,-243,17066.39,15205.99,Mortgage
8062,114380,-1421,37651.84,3935.87,Consumer credit
8063,111541,-3072,3992.29,16420.61,Mortgage
8064,103947,-3094,44900.03,18598.11,Consumer credit
8065,101233,-1257,22710.41,7884.03,Car loan
8066,106567,-3998,29426.14,18344.21,Car loan
8067,100715,-1339,2810.56,13930.8,Credit card
8068,112939,-1904,31092.37,12725.81,Consumer credit
8069,102994,-22,30458.75,12706.85,Consumer credit
8070,107338,-1941,47491.51,18464.08,Credit card
