SK_ID_CURR,SK_ID_PREV,DAYS_INSTALLMENT,AMT_INSTALLMENT
113435,6619,92,2701.84
101912,7299,-61,4535.98
103656,12832,250,3988.83
114052,11473,85,3820.62
110311,1532,-360,818.14
108843,10786,138,4555.7
107367,4854,-11,1313.22
112042,11462,195,3912.47
101694,7531,-84,3968.5
104712,14867,77,2344.4
111359,8984,229,893.78
105457,8418,-83,3077.82
104677,5,-81,4265.95
111227,252,-132,2251.69
102519,14157,-7,2590.16
104897,901,57,3824.71
105190,8312,24,3666.04
100194,13649,-47,1553.43
106051,13859,152,1809.77
112815,10657,-175,2066.75
112269,4986,180,3346.68
101452,7996,174,516.84
109683,10824,-282,3411.75
111036,4197,-347,1769.13
102382,8234,-289,3409.49
102491,2106,261,2355.8
109831,6432,-124,1726.86
113451,11911,57,2300.65
105006,125,-238,4555.86
106205,11497,154,750.44
110472,3160,-344,1443.86
103923,11353,97,4880.28
100229,3319,74,4289.14
114483,7922,233,4158.44
106226,4644,325,772.2
107761,9586,-55,3904.92
101013,8006,-117,2774.56
102452,12083,-238,3241.55
106367,14399,168,4821.87
105815,5977,2,1928.44
105122,7580,62,4366.96
110025,12703,-340,686.92
101710,11464,125,2086.46
101717,4268,358,2106.83
108181,13403,-16,2349.19
100979,9643,-22,4121.11
114887,12634,247,4610.98
108852,4585,233,1144.23
105563,12424,-332,3815.44
100428,9634,-8,2386.61
112502,14727,119,4856.14
112930,6714,-92,2633.54
114572,11074,77,1458.47
111782,10646,180,1705.68
102791,9950,18,1387.11
108184,11554,-238,2364.65
110869,8163,135,4321.26
102951,12710,32,4353.81
113728,9314,-106,2255.71
105541,2285,129,3723.95
105428,3004,-96,4273.75
111236,6300,259,1268.53
110653,14672,-180,2922.34
103952,11283,-114,2905.47
100059,4498,250,1867.07
114375,4704,26,4652.17
114625,1514,-60,3294.55
100674,6882,-81,776.94
104906,9741,270,931.82
100060,6760,320,1769.97
100717,8728,318,1181.64
101349,10037,188,4488.52
106287,4091,4,4730.21
103738,8646,-135,4190.52
110743,6915,361,4804.26
107489,4961,225,2793.74
105322,8262,-273,4180.75
101579,5767,-361,1565.56
103257,10265,-86,3704.08
106682,5297,11,3276.48
111169,14449,257,1223.84
105851,1600,268,2239.5
114673,7490,-114,2042.18
113932,6243,-356,3591.81
109340,11504,-68,1201.17
106443,10214,-74,809.36
109237,234,-142,3572.42
111964,12266,-143,4568.53
103028,11671,-91,827.13
103346,5067,-231,3420.65
101754,14292,228,4036.98
107765,7017,122,803.8
105914,6183,207,2950.41
105745,6004,272,952.41
105609,9007,-141,4741.9
100920,3034,-205,4870.35
113244,7227,122,2304.89
107758,4232,261,3429.74
108761,7358,72,584.24
104274,11988,-150,2043.52
114816,6426,-122,735.1
108386,8165,340,1149.97
102171,151,312,4651.52
102491,10492,233,1709.23
114374,7132,-80,3125.06
114947,13377,-73,1960.82
102661,6721,21,1886.53
112266,3580,-69,2129.7
112120,4122,-44,4758.93
108982,5242,-251,4576.47
103316,11303,216,4925.37
106893,11235,47,908.23
104166,1255,-191,1331.72
107851,9959,187,1029.56
112952,12630,137,2032.67
104446,14539,-263,4109.8
102613,10144,-207,4705.92
103351,6514,-137,3827.88
104007,11082,48,1331.87
108003,11067,294,951.82
108489,304,-158,3168.94
102613,8611,308,3195.19
112411,8655,295,2772.03
113275,10827,81,2094.15
103192,6588,91,766.87
102388,7849,-5,2189.57
112406,11771,316,2495.14
102724,1833,125,2433.56
109987,8942,82,1060.83
113311,5385,319,3726.58
108598,14385,178,3930.78
113363,3300,303,4422.38
111350,155,94,2823.07
108913,13078,171,3949.66
113852,9405,-226,3634.8
113778,328,-185,1747.72
105848,1560,-168,4501.68
112955,318,46,885.48
112384,1274,72,1386.56
104432,9305,81,3843.49
112372,4322,-102,1778.56
104570,117,-209,2358.36
102727,7502,-145,3811.38
110800,13927,-123,1008.56
111492,1047,-12,3062.32
112076,13138,-73,4714.0
109342,8208,-51,1413.56
106628,3353,14,1932.92
107873,8051,-356,3144.43
100419,10856,-127,1455.15
101028,8380,-272,4465.67
103277,451,175,4550.46
104976,7479,-286,2184.97
100911,9769,119,2254.19
111735,12442,-54,4844.5
108165,13139,-10,2740.61
114546,9763,-89,2015.99
102307,6505,-137,4076.86
104341,5965,78,3650.37
105771,3745,-228,4843.64
104367,14224,111,1061.43
111322,2586,-206,4167.56
113573,13230,-337,4554.23
103931,4077,329,1518.31
109377,4464,-203,2077.3
107865,5528,251,4685.02
101160,12417,-264,1902.62
102594,13866,-68,529.5
100104,12412,-329,1189.88
106625,12546,110,2473.97
109378,1851,-32,4522.27
100250,4804,-168,3725.98
100026,2124,-131,4336.29
108517,9481,23,4600.82
100223,2886,-139,2590.2
112758,8541,324,1682.33
102434,6844,-112,3491.64
112945,6604,-17,1290.6
110006,6120,140,636.01
101338,14976,-119,4328.79
105999,11577,33,3995.5
106582,7646,156,4948.0
107106,6746,186,3185.9
113643,10766,159,2558.34
112820,6074,0,1878.76
113645,8439,-143,1088.19
105682,5231,-308,1781.1
107888,8016,-81,4232.39
104648,8435,-68,3283.29
104241,7385,109,4664.55
109036,4470,-363,1121.42
112837,878,-192,1153.01
114637,14033,-72,1221.67
106467,423,71,2672.7
110914,12972,341,3537.43
111597,3427,-299,1140.0
101323,2440,-130,1698.4
102497,13092,-349,4608.33
105402,2568,-318,1749.36
101327,5810,-101,2981.06
103548,9517,-91,3472.77
106626,14080,279,631.22
106816,3279,321,4334.57
101766,4551,-173,2720.49
106831,9134,-296,2352.55
109134,7378,193,3520.43
111853,6096,-100,4869.85
102364,9348,-42,2517.88
106725,5850,28,1707.82
112757,314,-337,2564.44
113152,8214,322,1111.94
102008,3699,-191,3024.38
113001,14678,40,1849.6
108171,6414,-121,1726.62
108266,14343,251,2964.34
106971,7997,-172,640.34
104457,1707,58,1823.26
104333,7255,63,4189.62
112793,4491,108,4568.69
111758,4935,-322,1006.92
114017,14629,56,2445.01
101756,3407,-16,1753.03
105586,10581,66,2397.74
104975,4684,-228,590.57
100874,7230,-210,2798.19
109639,1304,-179,1524.52
113028,9915,264,3215.0
113215,9033,-194,3841.09
107265,7773,309,1222.67
110033,6618,323,1453.98
104182,4492,20,2720.41
110359,4328,335,653.73
112423,13826,-166,1237.79
106080,10234,166,4029.28
113924,4979,152,824.25
110923,3620,334,4299.69
100360,9023,-230,3359.5
112052,4000,267,3518.51
110237,1781,220,2983.54
100290,4088,130,1709.37
106832,6529,98,2281.88
113200,11021,348,4994.43
113110,9167,297,1645.07
100502,350,245,4905.13
101349,443,-299,765.95
112160,6560,-255,2897.04
105500,14230,361,500.18
105229,12917,-316,3104.92
106439,958,288,1446.54
113737,8758,104,3154.75
102088,10538,-197,4307.86
110568,8152,72,599.25
107646,2111,-70,2588.52
111276,13012,320,2514.74
108789,13196,-74,4877.52
103848,6128,16,1129.2
107711,14081,-187,3453.74
102337,2014,-119,988.07
107059,8919,21,4036.51
110614,4202,31,3526.66
108243,14455,-130,3807.57
108670,3905,-149,4319.22
110304,10627,-270,2599.78
111996,646,-114,1931.46
101938,7728,279,2173.32
100695,5806,154,1664.17
104842,13389,-85,1586.71
100024,3872,341,2008.77
103216,13894,-30,2367.73
100759,10646,102,2831.62
104543,14277,250,1151.49
114029,4961,300,569.7
110708,14514,-234,1699.12
105404,7344,116,2499.98
106669,2511,209,2083.61
102384,1726,323,2225.59
105990,6287,144,3026.63
112389,9185,98,2107.88
106329,2520,-204,4698.72
102095,1474,272,4311.43
109667,12913,65,3593.2
109193,14063,-120,4720.42
105010,4380,-14,1674.62
103777,8378,-130,4941.16
107523,857,-214,1729.37
103623,14858,341,2756.54
101226,7343,312,826.5
106001,11647,159,4207.76
111477,14408,23,1764.21
102823,6862,-276,1830.8
104663,5406,-88,1173.54
107767,14771,85,3738.83
102865,7662,223,4446.76
102671,6380,-243,4772.51
112946,9282,85,3247.29
108631,12387,320,4158.94
109460,4707,167,4206.5
113263,323,228,3976.07
104487,894,47,4544.92
101873,7496,-127,4480.57
102027,1473,3,2974.12
110331,13457,138,1812.19
105410,2989,-112,877.22
101813,14808,-14,2036.3
101841,11697,79,1365.95
101638,11491,-152,3532.17
108708,13899,187,4785.21
101097,708,61,2324.16
110701,6952,-326,4319.53
113178,463,124,1988.43
106696,4387,-13,1640.79
104561,12778,-105,3458.55
105471,3358,129,3155.65
102527,7563,-163,4508.31
107495,5270,-87,677.47
101215,2951,30,4522.93
105778,11445,-12,2701.43
105899,7225,-258,4528.95
104030,4061,296,2815.02
114023,8896,-342,2138.26
105505,12904,215,2837.49
101939,9778,5,3061.76
102144,3187,-293,3775.95
111048,4820,292,4572.98
106632,14776,-92,1650.24
105608,4868,-341,1404.87
107332,4667,4,4203.42
112899,1515,-55,2394.06
105058,14399,43,3176.35
109211,7794,-364,4646.26
108729,13471,49,2291.85
100769,7291,47,3500.91
101661,10009,304,4270.99
110733,9435,102,4723.07
113200,260,234,1642.62
109168,4188,272,3594.82
100404,7680,358,1630.42
110989,7310,132,3261.33
101288,6719,196,2286.44
106980,1023,-286,3491.81
105308,12557,-362,4815.54
105854,4265,314,3728.09
109954,11012,358,1407.5
110421,1951,-260,1857.33
114141,8676,-315,3953.11
101156,10075,313,4499.59
111580,3939,-330,1258.29
100505,11192,-336,4722.51
100877,5586,-242,1272.16
110088,5840,352,4808.23
105678,4971,89,4655.45
104386,2428,-7,3227.14
112208,11980,-50,3177.73
103053,13085,96,741.8
109762,4793,-228,2183.92
103970,14122,176,3880.94
109892,3878,-115,3796.99
110258,14564,-33,4324.04
107036,13364,-291,2872.19
111762,4182,360,2367.01
107014,10859,-267,1824.25
108206,1837,-253,4621.59
112809,7166,-178,2238.05
104875,7154,125,1603.08
103693,2404,-245,2181.19
110219,106,218,4673.02
105147,14856,-123,1434.94
107855,5027,167,3259.04
111403,3524,-45,4606.54
107228,12783,-279,3857.69
108792,8617,-167,4385.55
101430,3990,281,4332.94
106675,4214,261,785.55
102050,6701,63,2177.48
111510,1719,-310,4689.06
111169,7714,-149,1427.04
111572,6290,-73,828.85
102794,12341,75,759.86
109706,5975,-347,1200.21
102677,8097,-151,1743.57
107816,7163,-119,1251.98
111178,13018,125,4989.61
102559,11309,-246,3827.68
105959,567,-164,2113.84
114793,6306,320,3362.63
101681,10012,-102,3973.02
107666,3323,-7,1082.53
100810,7747,-196,1895.13
111498,11836,-330,3351.58
112137,1734,298,4294.24
100987,3341,-79,1435.45
106463,9133,60,883.34
107730,10267,88,3843.92
101899,4098,158,1824.83
114189,7695,333,4246.17
103693,12504,-231,4832.4
111354,11690,-335,3476.34
101220,11852,-2,4612.4
104201,12973,336,585.96
109915,10071,90,1877.24
109457,5292,-358,1935.94
108599,2896,-2,613.64
110391,6366,274,2670.52
104424,11012,-92,610.99
109503,14151,-138,2879.18
107310,14114,-344,4815.66
109942,2847,160,4812.42
104157,3761,-135,3494.43
110403,14960,131,2375.91
103708,11162,-116,3652.06
110781,1082,-285,3570.65
109056,6181,143,2439.51
114036,13139,145,3329.33
107482,6620,-286,726.19
100174,3499,-259,4552.34
111267,2094,118,4140.19
104506,378,239,3585.5
107243,11426,-263,3257.21
105271,10646,261,3439.98
107584,10562,216,2445.63
108680,5646,-264,2370.85
100412,8486,-256,883.1
110123,515,113,1612.75
110815,714,69,2163.48
104652,2816,-307,2351.57
101311,12113,157,3626.25
105595,6559,-139,4976.13
106623,4831,331,868.74
108981,13177,-271,4554.29
100441,12858,-137,1794.64
104780,11056,193,1158.08
104021,3598,-227,3374.81
103744,5493,-340,1229.82
101262,1530,223,4834.11
105023,1488,-227,1108.62
108394,133,194,2137.44
101455,9984,160,1457.96
108126,14199,-102,2310.15
108802,11209,322,2005.71
109244,5975,68,3992.3
113175,13451,248,669.92
111970,6392,361,4600.92
110729,9771,-209,3200.72
102194,1951,100,944.56
101277,12359,271,1413.74
111611,12511,-348,1548.08
108592,1376,185,4167.89
100532,2218,27,2888.85
111687,7213,94,2153.12
109399,7325,-225,518.09
109860,9850,18,1298.62
101492,1212,265,4287.83
103975,381,-346,3914.26
104272,14765,342,4139.44
104317,12038,-38,1885.3
113017,13684,297,3146.71
107319,12300,-65,2356.21
114811,5776,252,4286.93
112658,5912,14,4726.48
106998,1072,-295,1911.89
104434,3962,-3,2647.98
111815,13291,-283,616.74
108204,13071,265,4046.55
113037,13850,286,4681.76
113256,4795,251,1614.82
105064,11138,-333,2066.44
110296,11133,-263,1193.01
101645,720,127,1816.62
111534,2284,-319,1500.81
106239,7496,-294,1976.26
112661,14552,-50,3472.83
114433,9639,-6,3628.52
111731,2997,-280,2357.75
104297,5706,215,3712.22
104227,8291,5,1208.8
114225,1878,343,1669.29
113264,1031,-43,2280.16
109440,13043,-272,3674.94
109404,4386,-81,2736.95
113756,5786,99,1226.39
105569,8590,252,2697.11
113287,3834,-363,4124.8
112437,2149,-358,2404.23
109548,14122,-230,4221.65
111593,8085,-177,1720.18
110620,1034,-177,2842.87
101160,11649,32,809.99
111649,10112,-23,4554.63
113599,6893,328,3024.28
111305,4730,174,1096.87
109801,2213,-20,2820.06
110325,9557,-209,860.53
106983,757,44,1137.43
112738,14452,-223,4205.71
114336,1207,242,741.53
113163,13085,-309,3836.89
112393,3173,204,649.81
112642,8254,237,3003.34
106651,2084,-241,3490.44
102071,14508,-109,4229.27
105406,9124,226,2056.27
108774,4740,-306,609.73
103286,3497,347,4337.35
109458,5561,-122,4019.79
113819,6515,345,902.26
105681,13855,361,1169.2
102358,4505,179,4078.18
112143,9866,118,2419.51
113048,8037,102,2519.78
111893,3358,-116,4086.79
103290,6498,-356,4651.83
112267,11571,-209,2998.08
102945,13558,343,707.58
106073,10862,141,555.03
101906,3505,167,3877.72
114272,8925,-66,2486.83
103747,1165,231,2646.32
103287,4361,189,4027.34
103326,3784,-305,4188.95
112868,13066,-300,1463.32
104213,3542,-361,1871.51
110902,7348,-188,4929.1
106548,285,252,2103.32
106263,9460,-342,3523.92
111880,421,149,3619.81
108249,13425,-43,4725.8
107362,9201,195,4140.45
111858,5044,-170,4773.99
101183,4936,202,3082.03
112977,14677,-71,3225.61
113134,4316,32,4727.02
114304,57,-118,2281.76
114450,3818,217,4803.61
113430,11524,-64,3358.32
109474,1754,260,774.35
111897,2566,-256,1480.13
107209,13243,48,3337.82
114677,10126,176,1859.19
110503,771,-23,3014.77
110772,1722,150,3798.59
108864,6739,-334,1355.57
105208,2653,347,3105.66
103121,6998,-184,3526.3
113238,12849,39,2429.63
107582,4601,290,684.47
109801,12271,-236,3234.21
100772,13968,-358,2483.5
112483,10155,-134,2848.29
106277,12419,-362,4944.69
110812,8796,-141,4649.05
102057,11286,248,4653.81
113938,9013,73,1868.83
105866,9077,271,3037.99
110775,1956,105,3572.51
106287,3816,-129,3719.11
112429,12908,152,3580.78
107737,10715,-296,1963.34
100700,4960,72,2904.42
101169,1234,-108,1145.51
103777,11874,-341,512.05
100155,9938,215,2009.37
104473,8360,181,2927.3
114801,13993,132,2183.59
113952,5919,-33,2695.92
101196,3458,162,2536.31
113689,6890,-311,4870.38
104170,2821,254,3918.93
103327,8398,-256,2367.29
108096,10755,146,4520.63
100093,9148,-249,3510.59
111393,13678,315,1724.95
114067,11831,-338,3748.57
114005,227,102,4350.16
114443,11172,-168,4472.7
103927,4484,-354,3816.38
113042,12873,33,796.33
107460,6087,38,4418.88
113343,638,-304,1523.1
114605,7414,269,1967.56
107502,14338,-329,1842.35
110352,7045,40,1449.03
111434,2116,11,1822.22
100844,3374,189,1332.82
106349,14144,-177,1566.74
114866,9956,-2,3511.35
107010,11490,29,3549.24
106342,7213,165,2119.06
101142,4800,225,2944.29
114118,11957,116,3841.82
104732,10762,144,4824.75
112821,11335,-64,3824.15
113153,6721,234,521.59
100855,11170,178,2434.1
107510,3411,243,2218.5
105083,8791,-355,1456.02
112324,12443,-221,3052.21
112878,535,-290,4334.66
107644,7770,-304,4919.28
107976,14283,-334,2563.3
101152,6214,-73,555.1
111497,3178,95,3643.19
102904,7252,277,3118.84
111833,3115,308,4623.81
114889,910,-211,1813.15
100846,12624,54,4103.01
102318,2926,4,1625.29
108478,7955,44,3653.76
102472,5505,203,2579.44
114344,757,126,1207.25
110640,442,116,4335.09
108123,6273,51,3913.57
110479,8277,-179,1478.02
105159,5572,-71,2801.71
104422,9498,223,3349.82
107762,9019,-124,4854.99
109649,9370,-133,2523.0
112809,9432,-42,4281.36
105782,6595,-239,1326.43
106965,8763,7,1089.05
108449,11527,-365,4366.95
104972,7400,331,1145.53
103201,2371,-52,1117.76
105561,12923,301,3637.74
100579,13083,-225,3978.24
102754,12278,193,4851.92
113003,1780,87,3053.52
114113,2285,-334,4427.23
105391,14248,-146,1481.28
100786,7382,-215,4127.21
106939,1041,-277,1912.78
109179,11115,-363,3624.47
113227,11588,154,4390.1
105184,14085,-47,1539.66
109636,9824,-173,946.28
106953,937,46,4160.88
108400,7033,355,2736.0
104240,195,-330,4756.26
112430,5751,244,4820.49
113155,8420,294,1571.0
107331,13274,-25,1312.89
100849,1401,-318,2464.49
112418,12404,254,4380.3
102586,3380,183,2094.9
114301,10921,337,821.02
105363,2552,263,4248.97
109057,758,-19,4034.05
112339,10260,-225,4874.99
106843,882,291,3331.15
100306,7509,-149,683.01
112103,3960,-52,3373.42
102895,1781,-118,4342.48
113349,9061,-153,2801.67
108236,12430,196,2494.65
108129,11661,158,1543.54
105032,14587,-27,3780.14
102975,8605,288,3447.04
108331,14879,34,4764.2
106578,2295,-42,2776.54
112394,9400,-150,794.59
109525,13841,-2,1774.99
114594,9399,-188,3971.12
104588,5811,-109,4131.31
103223,14990,364,3318.73
106507,10626,-86,1825.36
101859,8910,-63,4086.81
105920,7516,63,1097.8
100670,13954,-323,1204.75
111597,5238,-197,1250.84
109083,13500,185,4843.36
106177,4527,-277,1613.52
103868,5632,-67,4017.06
102732,402,-84,3620.74
105527,10890,-150,4895.52
102752,6288,-86,2241.34
107168,3593,123,3436.87
108570,4618,115,2650.48
105085,11847,-270,920.71
113402,13034,160,3439.99
108447,13070,88,518.09
100995,8208,-290,4939.03
101582,11290,111,3986.27
112645,10134,-6,3808.14
103072,9105,-197,3673.69
113493,7749,-343,1682.47
111703,8619,-226,1923.1
107496,929,296,3063.72
114941,2311,123,3580.67
114969,213,-346,710.02
103779,13489,59,1978.67
100659,12962,-230,3752.77
112847,12293,-243,1088.6
114687,2321,7,4915.16
106533,10860,-150,4811.61
104389,14019,307,3744.11
102661,11259,70,3328.85
109470,3647,173,2094.82
113327,797,277,1925.32
114651,2516,74,2250.52
114197,14721,325,4967.49
111537,6855,-36,2246.4
102612,8040,107,2466.19
100450,875,-219,3709.43
101274,14374,240,4434.84
113993,9166,-125,772.74
109763,1607,89,1133.41
111537,11754,-197,3443.7
108084,14340,-323,2135.81
102491,1645,241,4784.14
109408,10025,116,4023.66
104521,2459,-126,3216.0
109767,11064,80,932.14
106011,9931,-155,2158.46
104433,11107,237,4204.57
102930,9461,106,1654.47
110641,14115,197,2840.28
102600,10823,69,2589.62
113586,6877,-98,2965.33
105978,4496,-278,3418.48
106689,10624,351,1472.54
114521,10926,237,4669.3
100375,6348,124,2081.04
112871,12408,-231,1465.28
102999,1579,5,2123.16
100445,12180,98,2726.71
109691,12654,113,1569.35
101345,7836,-51,3682.95
104841,11133,-267,2190.05
110160,4368,-217,4402.78
112636,5919,-283,2731.16
107917,13675,118,4602.57
101579,2148,-74,1860.0
111511,11139,88,4651.63
113397,14243,-149,1616.13
103015,10059,199,524.53
110089,2737,-309,4816.23
113874,4079,-161,1745.61
109588,3566,-39,1860.19
109233,10541,-292,2153.55
105025,1121,-103,1556.68
103418,12692,292,3937.25
103977,13774,259,1856.7
105882,10256,277,3342.19
110616,6660,340,3168.23
106799,9331,-183,4103.12
113228,299,255,4376.49
107563,1077,120,1181.08
105882,9913,64,2099.55
107971,13292,-24,806.87
107002,4239,-154,4465.84
105318,9971,242,3504.75
105872,14490,329,1464.77
101932,10917,-356,4852.37
107227,3375,-221,731.74
105380,7772,-295,4891.87
114568,11107,210,4630.14
107938,5412,-57,2553.01
109440,8420,-208,3355.46
114305,3206,57,4392.84
114951,9049,103,1904.38
110793,7598,-180,4149.05
100284,3365,218,4265.53
112068,5422,-133,3883.48
114905,1885,-137,1145.96
100561,4927,216,3493.18
107583,7254,225,2715.36
110409,13323,-290,2131.57
107860,4030,200,2627.32
110901,14964,-315,3163.93
110985,10138,-232,3098.21
101897,11995,-244,2635.02
105113,558,188,3029.68
101662,13698,125,4061.69
112186,14888,80,3507.1
100944,3393,225,3000.42
112541,13781,249,2136.02
101716,12717,209,2220.54
113574,3213,-351,4629.99
102254,6729,238,3584.63
111567,9302,284,4622.75
107834,2208,54,3895.27
100947,5073,-154,2278.99
109009,1084,13,3800.5
104111,3745,97,2103.02
102740,14226,-180,556.1
105992,2120,-302,1960.83
107280,13362,-186,2705.44
105094,7767,230,3822.63
111742,10903,176,4646.57
114878,8242,8,3475.54
106091,3385,-271,3833.95
106117,4607,-171,2356.78
113699,2701,-109,2674.49
102639,3587,125,1030.89
109084,9960,201,4979.28
104275,14777,-203,3998.01
111721,5112,209,3756.49
100195,13176,165,4538.74
100556,14669,-221,2211.56
105106,12472,355,1260.92
108484,12930,-24,4632.63
108408,11384,-2,2697.77
110805,5155,224,1402.0
105197,89,107,2893.63
100071,7039,-186,2393.27
100869,10363,12,968.54
111149,7471,241,1010.75
112729,13666,-8,751.09
110218,4807,331,542.85
114143,7215,-244,1284.95
102987,7482,-219,1945.04
105323,14332,-37,4970.09
100137,9366,-99,1916.41
109173,10932,227,3181.26
111582,7020,-126,3759.28
110710,12011,-283,1998.97
111088,5107,244,4605.55
104395,14592,152,1260.87
103852,7562,-115,3630.63
114550,8634,37,4640.78
103506,11898,360,3803.24
113771,4419,-117,2193.38
101266,12501,-141,1340.61
100941,8844,212,3853.73
101681,12752,-148,2639.34
113848,4820,358,4987.26
102019,5326,359,3087.2
100926,13123,14,1212.94
110960,6525,-45,534.82
103896,11067,173,4623.75
107210,10446,-195,508.17
104919,2336,268,530.19
105487,13611,-50,2921.36
103811,11878,222,1718.43
101069,6952,178,4998.46
114884,10584,-178,3614.24
110326,14446,-86,4003.44
111924,12055,249,4624.36
101016,3032,-152,4378.28
112428,1769,87,1595.6
102811,8953,306,3949.57
100298,7438,-166,3782.91
113344,6754,-46,2983.63
104161,7757,-251,2231.44
102228,6447,348,2676.7
112712,11604,-291,4570.52
102198,550,-262,4847.92
111240,12301,-125,4087.6
102074,346,280,4055.58
106891,3396,-313,3768.04
112716,216,-20,3024.18
104708,10888,-120,2796.18
103837,5998,30,1042.52
110820,13945,-197,2660.29
104116,336,-335,4347.17
113984,9848,-85,3121.04
103756,6474,272,4874.76
107234,3153,-40,2746.52
112447,9318,-254,1106.09
101359,8879,-266,4555.69
106966,14828,14,546.79
107382,532,101,3080.15
113104,11045,-265,1799.92
106195,2530,52,2814.41
102487,10452,-19,4367.8
100255,11464,44,4692.57
106543,8648,-280,4435.89
107341,3554,-358,2722.36
109504,6080,281,2627.57
104735,7089,-88,1898.72
101993,8131,124,503.2
111048,10770,-357,3411.44
110757,3496,-257,922.19
113269,4618,265,1790.49
104574,6752,-299,1677.46
114973,5764,-332,1512.47
112003,10255,124,2995.85
109280,7718,-96,3044.59
103413,1134,-172,4347.89
114482,7416,-46,3089.12
101279,14227,98,688.8
102452,1009,-151,4201.04
105417,4409,-108,707.89
109642,11517,-351,4832.34
110245,13641,-343,1201.47
108066,9186,-71,1613.25
112334,1573,-293,674.63
106353,4982,-175,3338.68
107160,2669,107,1338.13
102031,12902,317,2480.34
100353,7493,148,852.5
110383,9267,-161,2596.02
109724,4279,344,1824.08
110956,13956,-14,2888.89
109011,11945,-296,1275.97
103549,12096,287,1769.77
114083,759,-34,1300.13
114222,485,-85,613.24
105121,6712,-57,1472.0
112938,7722,81,2157.71
102391,14869,167,3622.04
104258,13820,324,3382.13
111283,5614,-100,932.56
106901,2910,90,2471.01
110235,4576,-240,1969.6
105786,14190,-72,1442.09
109316,11446,57,1005.29
109411,13648,94,4105.49
109003,10496,-212,1734.08
100316,5729,-241,4043.36
112378,11150,329,2240.27
110189,2676,354,2484.65
100299,2370,154,4853.99
102495,3601,11,2612.58
102226,9256,42,4984.11
105177,9792,-210,4274.41
112824,4778,90,1057.71
106542,3467,142,3433.7
109739,10680,-242,1557.8
113165,10953,183,844.57
106281,14321,185,4138.36
111149,1819,290,775.35
102097,2759,303,942.69
110126,11682,-295,3619.48
101929,8997,206,1999.86
100334,13985,-13,1219.28
114900,932,-325,905.57
114020,511,-352,2294.25
108248,1303,-226,4391.97
100604,11997,-30,3928.19
103432,12363,-139,3914.09
101463,5930,252,2079.18
105997,2826,-272,3670.95
110102,4690,-289,4323.62
101467,9764,-101,1297.93
112466,1449,-47,2312.86
106720,13664,162,1937.2
112107,14122,-51,2486.6
113133,6283,-326,2081.03
104433,2983,-248,1557.69
109230,11105,71,4789.45
102550,13842,-289,2464.45
106317,5372,-215,2803.03
106471,1987,-338,4685.26
109283,7267,-322,1898.28
105311,2942,113,3915.31
101160,10397,-359,3119.68
108517,10258,214,4561.3
109735,4446,144,3148.32
100779,5248,-320,2060.5
100006,11755,116,1033.73
101662,11721,-216,2062.18
102539,6982,-8,2964.48
104806,6071,317,3215.48
111086,4704,234,4390.15
114810,13110,318,2528.62
113599,2368,38,2844.22
102421,3776,-143,4970.9
107939,9141,62,2970.91
111652,8217,342,1937.22
108888,14175,364,3521.07
101759,7516,-339,4486.63
109569,6106,-73,986.66
102394,12498,-89,3124.03
101445,7914,176,4161.58
113509,6060,90,2228.74
111411,10327,52,1286.76
109240,9701,-12,2676.85
105612,10265,-155,4690.98
105489,14515,-198,2253.95
109453,5812,189,2956.8
113506,6381,-139,3630.25
104550,11787,158,4992.65
109927,6105,226,3241.3
107863,4858,-173,2533.94
109014,6,-7,1219.49
112230,9719,-269,1309.28
111594,6565,126,826.73
102957,3441,-260,2548.8
112363,8527,-32,2170.28
100422,10525,-65,2630.65
110167,5565,-19,4530.42
113469,10588,100,4095.97
111366,11617,311,1112.28
103372,4840,-335,4276.45
103599,47,273,4557.54
108316,14249,35,4059.08
110954,6120,-45,2189.04
111378,1889,208,1137.02
107281,14564,-270,1732.87
106816,2782,-272,4314.05
113854,4947,194,4854.74
108935,13323,-146,4822.91
102513,373,268,4839.39
105528,4044,-204,3674.52
102911,5501,-131,934.6
101836,9030,-186,2221.15
102797,6775,-34,610.94
100234,10257,-332,1168.82
110696,11603,327,2472.18
111584,14919,-225,3562.34
104401,10156,123,3202.5
108116,9817,40,523.39
102709,12044,63,545.03
112962,4896,-256,4771.34
101491,10263,-211,2312.03
103790,2631,-249,4235.58
105838,2042,-209,992.05
104431,5358,-187,3006.61
108649,5073,242,3766.17
112066,4477,-223,2571.29
100993,4005,-359,2079.86
105762,14512,-305,2293.87
109285,3995,-185,4438.23
104841,2378,332,3219.38
109626,3746,140,3275.76
105610,3363,151,3270.2
104077,3525,-129,2116.08
114431,1734,347,3417.13
112840,8698,162,1641.72
113175,5965,-354,1535.24
106855,8885,294,1285.17
104843,3378,-219,3310.86
112366,14864,151,1598.98
111449,846,-43,778.82
114664,9440,169,740.28
100046,700,228,1780.57
103931,7147,-201,2967.0
103839,6852,-247,1428.53
102061,7099,352,2601.62
101418,2081,87,3265.61
111810,6926,186,4733.07
108309,8029,-20,1209.44
103500,7391,146,1981.63
109368,3136,-86,2691.94
105090,7535,-96,3056.16
100862,5672,-241,2723.52
103352,1073,-177,711.28
108058,11563,266,1306.38
113355,14838,-303,2556.07
111296,705,-85,1415.15
105159,14323,67,2325.47
113371,9036,-258,4125.99
113017,3885,-147,1711.0
102484,12240,-287,2740.62
104689,9201,312,877.38
