SK_ID_PREV,NAME_PAYMENT_TYPE,CNT_PAYMENT,DAYS_LAST_DUE,DAYS_TERMINATION,SELLERPLACE_AREA,NAME_PORTFOLIO
2269,Cheque,33,-124,209,-12,Cash loans
11372,Cheque,35,129,219,-1,Cash loans
9344,Card,21,187,-270,-19,POS
3088,Cheque,7,-309,-101,78,POS
14200,Cheque,7,-242,180,74,Cash loans
10586,Card,22,441,-8,-73,POS
8458,Cheque,4,-215,-161,-98,Cash loans
3178,Cheque,35,-373,192,-35,Cash loans
3514,Cheque,32,450,62,-38,POS
5469,Cheque,3,231,179,-92,Cash loans
13198,Card,14,-302,-140,-55,Cards
7521,Cash,29,99,-163,69,Cards
12184,Cash,4,415,-154,62,Cards
653,Cash,9,195,-204,10,Cards
14190,Cash,16,493,-183,-10,Cards
1702,Card,31,-123,75,17,Cards
6690,Card,23,-122,-235,-46,Cash loans
4927,Cheque,11,28,-223,-88,Cash loans
507,Cash,26,-333,280,1,Cards
10932,Cheque,22,161,-285,-43,Cash loans
348,Cash,8,271,-13,-35,Cash loans
13283,Cash,13,-368,-164,27,Cash loans
3536,Cash,28,444,117,-3,POS
12088,Card,1,-88,150,74,Cash loans
10321,Cash,10,-133,262,-17,Cash loans
12304,Card,18,-374,96,-44,Cash loans
8843,Cash,14,231,127,46,Cash loans
8851,Cheque,16,-23,-44,94,Cash loans
14671,Cheque,11,484,-194,64,POS
7391,Cash,8,231,39,36,Cards
768,Cheque,8,-143,181,62,POS
14635,Cash,35,-270,-84,-37,Cash loans
6330,Cheque,29,6,40,-57,POS
10358,Cheque,24,428,30,29,POS
11200,Cheque,27,-221,-4,-23,POS
8698,Cash,8,-493,117,-96,Cash loans
1346,Cash,19,-84,-241,-75,Cash loans
1900,Cash,3,455,-279,-88,Cash loans
7231,Card,30,-311,-259,-85,Cards
13729,Cash,8,-462,146,-97,Cards
6473,Cheque,30,487,36,95,Cash loans
14756,Cheque,24,-398,294,-17,Cash loans
13363,Cash,9,-460,-249,-18,Cash loans
3629,Card,15,52,-252,-65,Cash loans
4648,Card,25,191,-171,-69,POS
821,Card,19,373,-31,23,POS
600,Cheque,23,335,-165,-6,Cash loans
2954,Cheque,9,-65,95,95,Cash loans
835,Cash,27,164,-260,25,Cards
10336,Cheque,33,474,-156,5,Cards
13123,Cheque,26,22,217,-61,Cards
14410,Cheque,14,372,203,60,Cash loans
580,Card,23,428,-226,70,Cash loans
4943,Cheque,26,-116,69,95,POS
12558,Cash,34,-313,284,-32,Cards
6703,Cash,31,317,178,48,Cash loans
9592,Card,19,-252,130,-14,Cards
7932,Card,11,-125,169,55,Cards
12484,Cheque,4,236,-216,-99,Cash loans
3725,Card,5,-165,-73,28,Cards
1022,Cash,8,263,-21,-74,POS
10711,Cash,13,-73,41,-48,POS
2310,Cheque,24,224,269,19,Cash loans
7473,Card,3,484,-112,99,Cards
720,Cash,22,-105,-216,-3,POS
5825,Cheque,33,-172,-230,20,Cards
9824,Card,16,-34,-140,96,Cash loans
2309,Cash,14,-57,35,50,POS
13558,Cash,13,-154,-179,53,POS
12825,Cheque,11,339,-238,94,Cash loans
939,Cash,3,34,130,5,POS
6144,Card,21,-472,-93,12,POS
12302,Card,15,-475,-66,52,POS
5683,Cash,22,-441,-297,49,Cash loans
8,Card,9,309,199,-71,POS
10772,Cheque,28,-243,-294,-34,POS
12668,Card,4,-410,230,-16,Cards
316,Cheque,11,284,-145,79,Cards
1743,Card,1,327,54,-25,Cards
8875,Cash,3,-435,97,29,POS
8493,Card,27,-128,-195,-44,Cash loans
3686,Cheque,16,449,-276,17,Cards
1108,Cheque,8,-9,86,96,Cash loans
14580,Card,16,-139,265,85,POS
14863,Cheque,3,-318,192,-53,Cards
8887,Card,28,-127,102,44,Cards
2875,Card,29,-380,186,90,Cash loans
5702,Cheque,16,-153,-131,-80,Cards
9830,Cheque,15,-45,51,46,POS
6608,Card,16,12,265,8,POS
6897,Cash,18,395,133,-56,POS
532,Card,12,-32,-274,12,POS
8245,Cash,12,171,281,65,Cards
829,Cash,17,-74,249,13,POS
11152,Card,3,-422,244,95,POS
1018,Cheque,26,223,0,-11,Cash loans
11345,Cash,25,425,-8,83,POS
5371,Cash,2,101,-172,-62,Cards
4972,Card,33,-42,212,-92,Cash loans
11472,Cheque,12,72,-143,5,Cards
12038,Card,13,-387,-269,-60,Cards
5944,Cash,4,-379,-293,22,Cards
10467,Cheque,35,419,33,-58,POS
4328,Card,10,418,-218,-64,Cash loans
9363,Cheque,29,327,251,86,Cash loans
13536,Cheque,34,-9,192,25,Cards
12512,Cash,15,-232,-28,22,POS
2635,Card,7,287,-82,25,POS
8081,Cash,1,-468,-210,-90,Cash loans
6028,Cheque,11,170,121,86,POS
8979,Card,3,-173,28,-72,Cash loans
9206,Cash,23,-440,-33,16,Cards
9860,Card,9,264,264,0,Cash loans
10048,Cheque,12,-478,82,5,Cards
4528,Cheque,12,417,52,-67,Cards
4613,Card,31,-267,-213,37,Cash loans
4410,Card,24,427,-116,56,POS
12570,Cheque,4,-42,105,-25,Cash loans
7786,Cheque,3,-124,280,-78,POS
2439,Cheque,31,289,-132,-18,POS
8803,Card,7,-273,50,30,Cash loans
1673,Card,17,-354,5,45,Cards
1259,Cheque,12,-278,-173,51,Cards
330,Cheque,6,-263,147,-50,Cash loans
5857,Card,35,301,-273,-72,Cards
9640,Cash,11,442,-103,-47,POS
9662,Card,35,-60,180,-11,POS
10365,Cheque,14,60,143,-42,Cards
11985,Cheque,15,-162,263,48,Cash loans
3119,Cheque,31,89,210,44,POS
6003,Cheque,10,-22,-167,-1,POS
7477,Cash,13,454,-81,-54,Cash loans
1011,Cash,4,182,261,-24,Cards
256,Cash,15,114,224,-47,POS
4401,Cash,10,-216,-149,-50,Cash loans
8838,Cheque,30,335,-81,4,Cards
11316,Cash,12,328,-187,8,POS
4444,Cash,31,-108,-96,-68,POS
287,Cheque,21,240,-20,-95,Cards
10732,Card,24,240,92,75,POS
14627,Card,35,-150,-187,-56,Cards
1733,Cash,35,403,-73,40,Cash loans
8105,Card,10,-402,227,44,POS
8309,Cash,16,387,-51,69,Cash loans
10422,Cheque,7,-439,-167,28,Cards
12176,Cash,20,359,209,-53,Cards
7206,Cash,28,81,-29,-4,Cash loans
3393,Cheque,11,269,0,-10,Cash loans
11148,Cash,29,163,-262,30,Cards
10360,Card,16,-162,-153,-59,Cards
14105,Cheque,6,-79,103,62,Cards
1720,Cheque,5,-332,-173,25,POS
4217,Cheque,30,-491,131,-3,Cards
5591,Cash,23,-351,184,-77,POS
13677,Cheque,15,483,-43,43,Cash loans
14973,Card,28,82,26,-11,Cards
14755,Cash,6,-209,7,72,Cash loans
13314,Cheque,32,319,-62,-77,Cards
7936,Card,8,-8,37,-47,Cards
1937,Cheque,2,173,145,-99,Cash loans
757,Card,18,-458,-207,92,POS
6199,Cash,3,483,152,-59,Cash loans
11445,Cash,22,-405,254,17,POS
13860,Cheque,31,-11,190,0,POS
13146,Card,6,235,174,47,Cash loans
13687,Cheque,18,-1,-64,-22,Cards
7434,Card,13,-95,267,66,Cash loans
1117,Cash,18,-110,-105,-51,POS
6802,Card,34,-307,-7,-3,Cards
12246,Cheque,7,-217,-6,77,Cash loans
1209,Cash,24,261,182,26,POS
10453,Cash,17,213,-247,-84,POS
13409,Cash,35,292,203,94,POS
11866,Card,18,376,-208,-8,Cards
4116,Card,22,116,85,-23,Cards
10946,Cheque,10,311,36,-17,Cards
3749,Cheque,4,228,30,75,Cash loans
8744,Cash,11,131,219,-75,Cards
7869,Cheque,31,-107,146,-36,Cards
8042,Card,22,255,112,66,POS
4704,Cheque,15,-175,79,-99,POS
8262,Cash,17,-89,98,-28,Cash loans
14708,Cash,4,378,68,72,Cash loans
3978,Cheque,10,155,163,-98,POS
6290,Cash,7,-335,-22,-67,Cash loans
4913,Cheque,8,-284,119,-17,Cards
12446,Cash,3,-154,199,-33,Cards
11943,Card,3,-32,157,-12,Cash loans
9537,Cash,32,38,257,58,POS
8622,Card,32,-108,163,-83,Cash loans
4658,Cash,23,220,-128,7,Cards
1965,Card,24,-141,184,18,POS
8480,Cash,20,-80,59,52,Cash loans
11462,Cash,33,-307,194,87,Cash loans
464,Card,1,153,-280,21,Cash loans
9942,Cheque,14,363,105,-3,Cards
14037,Cheque,28,-302,86,-9,Cards
4954,Cash,12,454,23,47,Cash loans
7582,Cash,30,-332,-245,-70,Cards
2882,Cheque,10,329,-192,28,Cards
14747,Cheque,24,229,74,-42,Cards
1789,Card,11,203,-251,-76,Cash loans
14061,Cheque,7,-327,207,48,Cards
5266,Cash,27,409,120,29,POS
151,Card,21,105,-193,-35,Cards
7153,Cheque,3,-110,-226,-54,POS
2,Cash,18,12,-143,72,Cards
11426,Cash,25,-459,27,-86,POS
12878,Cash,23,-175,-99,-78,POS
220,Card,19,6,-108,73,Cash loans
9870,Cash,22,-122,-215,-85,POS
9203,Card,22,221,-282,64,Cash loans
14460,Cheque,20,321,-173,68,Cash loans
4531,Cash,19,-192,-200,-51,Cards
7267,Card,7,225,-65,-79,POS
7326,Cheque,10,-423,57,61,Cash loans
9812,Cheque,16,318,202,-20,POS
14226,Cheque,5,-78,150,17,Cash loans
727,Cheque,11,-340,77,-88,POS
7554,Card,14,8,63,-96,Cards
13565,Cash,8,21,74,57,POS
11128,Cash,24,-203,83,-76,Cash loans
4164,Cash,28,-249,182,61,Cards
2361,Cash,29,27,53,-90,POS
9074,Cheque,20,86,-35,96,Cash loans
14874,Cheque,34,313,-20,8,Cards
579,Card,17,-281,-230,-79,Cash loans
498,Cheque,29,-492,153,32,POS
14227,Cheque,28,190,-32,66,Cash loans
11757,Cheque,16,-14,274,64,POS
10599,Cash,21,18,45,60,Cards
13935,Card,26,206,-35,-38,Cash loans
114,Cheque,29,174,16,-72,POS
6224,Card,1,-98,28,16,POS
4429,Cheque,17,-215,269,76,Cards
11463,Cheque,32,324,-279,55,Cash loans
10303,Cheque,24,14,240,-84,Cash loans
2545,Cheque,32,385,174,22,Cash loans
1446,Card,13,466,-125,30,POS
13974,Cash,29,-189,98,-36,Cash loans
11318,Cheque,24,-468,91,0,Cash loans
10637,Cash,8,-276,118,66,Cards
14864,Cash,18,-417,-264,-60,Cards
440,Card,20,-440,39,53,Cash loans
7323,Card,1,177,-154,-100,Cards
3707,Cash,7,-35,234,-39,Cards
5522,Cash,18,-121,258,29,Cash loans
13636,Cash,10,191,-60,46,Cash loans
9075,Cheque,23,-375,140,-89,Cards
7202,Cheque,35,115,54,-83,POS
3624,Cheque,1,17,-126,-47,Cash loans
152,Cheque,12,-448,283,-97,POS
1142,Card,17,418,202,-36,Cards
14919,Cash,34,178,-282,-33,POS
4655,Cash,26,290,-14,-84,POS
5887,Card,33,-113,266,59,Cards
14667,Cheque,25,-176,-19,-90,POS
5958,Cheque,14,-146,194,95,Cash loans
4206,Card,29,262,185,-82,POS
8834,Card,6,-461,294,38,Cash loans
11502,Cheque,22,-39,-210,23,Cards
205,Cheque,28,-268,-39,47,Cards
14620,Cheque,17,-454,217,89,POS
6527,Card,1,290,101,46,Cards
1233,Cash,5,-60,141,46,Cards
362,Cash,27,124,80,67,POS
1925,Card,27,424,175,-97,Cards
13865,Cash,5,-358,-242,52,POS
11409,Cheque,8,-308,109,37,Cards
11531,Cheque,24,466,-23,-24,Cash loans
2666,Cash,30,481,26,-52,POS
13972,Card,7,327,-63,38,Cards
12086,Card,9,323,-253,-29,Cash loans
955,Cheque,2,329,189,-51,Cards
2225,Cheque,35,12,-175,-99,Cash loans
7531,Cash,3,-64,-251,-76,Cards
14723,Card,21,-193,-221,32,POS
5418,Cheque,32,-13,-270,-61,Cards
9299,Cheque,17,36,-185,-40,Cash loans
13806,Cheque,2,74,15,59,Cards
8150,Cheque,8,325,-282,-12,Cards
7051,Cheque,6,-156,-170,-28,POS
1694,Cash,1,347,-220,49,POS
13884,Cheque,23,258,75,-46,Cards
87,Cheque,31,-177,295,-25,POS
13400,Cheque,35,-112,-240,9,POS
12143,Cash,29,-31,61,54,Cash loans
11730,Cheque,28,-157,42,8,Cash loans
11973,Cash,13,209,-244,3,Cash loans
10740,Card,1,206,-171,-96,POS
6012,Cash,33,278,135,86,POS
962,Cheque,5,105,274,-81,Cash loans
335,Cheque,11,-367,202,76,Cash loans
6965,Cash,23,-427,-80,40,Cash loans
10461,Card,2,297,-131,73,Cash loans
11114,Cash,15,308,113,83,Cash loans
2713,Cheque,22,-223,-243,-29,Cards
10992,Cheque,20,-322,-109,-34,Cards
12216,Cash,9,476,94,-70,Cash loans
3653,Cheque,1,277,124,38,Cards
2127,Card,12,-455,124,92,Cards
11793,Cheque,18,-275,-277,73,Cash loans
4978,Cheque,11,-213,168,83,Cards
9690,Cash,34,74,-280,98,POS
13797,Card,4,-456,-88,-40,Cash loans
12209,Cheque,25,-68,158,-53,POS
10744,Card,30,449,135,52,POS
14693,Cash,26,-191,-13,21,Cards
8431,Cheque,6,350,195,-88,Cards
14676,Card,28,209,171,53,Cards
5236,Cash,1,-409,-55,-32,POS
5463,Cash,13,-55,144,-6,POS
7971,Cash,10,418,113,-5,Cards
14467,Card,19,412,-75,-63,Cards
14381,Card,30,205,-39,-76,Cash loans
5818,Cash,1,-252,-98,-53,POS
1472,Cheque,31,466,18,-33,Cash loans
2524,Card,15,187,-3,96,POS
10639,Cash,22,240,72,-42,Cards
14772,Cash,11,-179,-111,21,Cards
5207,Cash,2,442,152,51,POS
6851,Cheque,5,-64,208,-82,POS
4842,Card,4,-201,-204,-58,Cards
3595,Card,14,-278,245,-42,POS
5471,Cash,2,-213,72,-51,Cash loans
10359,Cash,11,256,-186,68,Cash loans
7262,Cash,27,474,-106,-26,POS
13910,Card,17,-233,284,-83,Cards
8909,Card,13,-298,154,-67,Cash loans
9543,Card,10,-276,-77,-72,Cash loans
8539,Card,23,-495,46,88,Cash loans
5269,Cash,28,78,-139,55,Cards
11274,Card,33,-113,272,-98,Cash loans
291,Cheque,8,484,77,-29,Cash loans
9373,Card,5,424,-4,-23,Cards
13777,Card,16,198,-206,41,POS
1480,Cheque,21,428,-109,15,POS
871,Cash,25,-215,237,54,Cash loans
8092,Card,3,370,250,-80,Cards
13333,Cheque,35,453,-138,-64,Cards
12268,Cheque,21,73,208,16,Cards
10031,Cash,11,-393,-288,-41,POS
1633,Cash,2,311,7,-56,Cards
3843,Cheque,16,-150,204,89,Cards
12861,Cash,14,-267,-70,94,POS
7879,Cash,7,-101,-203,58,POS
2288,Cash,10,403,182,43,Cards
10315,Cheque,35,-96,-194,-62,Cash loans
4778,Card,12,457,145,46,Cards
7563,Cheque,33,190,-232,68,Cards
12378,Cheque,22,96,-9,-57,Cash loans
12160,Card,35,-266,298,-41,POS
3785,Cheque,28,225,8,11,Cash loans
8338,Card,21,-455,-162,52,Cash loans
13337,Cheque,17,387,-288,-5,Cards
14613,Cash,24,251,-91,-59,Cash loans
2737,Card,26,366,-97,94,POS
14615,Card,23,-426,-5,-47,Cash loans
12953,Cheque,4,-215,-46,37,Cards
2093,Cheque,26,-273,-145,53,POS
6653,Cheque,23,200,-213,-64,POS
7406,Card,25,275,109,53,Cash loans
9974,Card,5,479,-6,13,Cards
8153,Cheque,34,35,-152,-63,Cash loans
11724,Cash,4,364,-203,-22,Cash loans
6814,Cash,35,80,189,-89,POS
13015,Cash,32,96,-40,-52,Cards
3219,Cash,25,-88,-285,-98,POS
8327,Card,34,24,-135,-72,POS
11983,Cash,14,294,87,-52,Cards
5765,Cash,27,-6,19,-15,Cash loans
6930,Card,14,233,-33,64,POS
8804,Card,33,252,-68,-6,Cards
8271,Cheque,16,-98,297,42,Cards
11324,Card,12,354,-185,88,Cash loans
5208,Cheque,5,50,-20,35,POS
5674,Cheque,11,-256,-188,-45,POS
7503,Cash,5,482,-79,12,POS
4425,Cash,34,221,-148,-87,POS
13764,Cash,24,-187,-122,15,POS
8000,Cheque,30,139,156,25,Cash loans
9669,Cheque,30,-205,294,-18,Cash loans
4476,Card,23,234,-106,0,Cards
3622,Cheque,22,90,-25,-28,POS
6778,Card,27,68,-53,85,POS
8594,Cash,10,457,-214,73,Cards
8899,Cheque,26,161,-94,38,POS
1428,Cheque,14,-140,-211,-3,Cards
6366,Card,32,-160,-171,-12,Cash loans
5775,Cheque,5,-323,-219,-75,Cash loans
10625,Cheque,35,436,-83,47,Cards
10820,Cheque,32,437,-300,-49,Cash loans
5544,Cash,2,-246,229,-67,Cards
2638,Cash,6,-26,96,63,Cash loans
3100,Cash,35,-24,152,-56,Cash loans
13025,Cash,21,-346,40,8,POS
1617,Cheque,35,117,88,43,POS
2572,Cash,33,-404,77,76,Cards
7892,Card,2,-5,9,-37,POS
12925,Cheque,21,-268,272,7,Cash loans
4635,Cash,29,284,49,-19,POS
6184,Cheque,8,-215,-299,-94,Cash loans
13805,Cheque,13,-137,201,-34,POS
14115,Cash,24,-158,-253,-99,POS
5940,Card,28,-45,-9,46,Cash loans
8137,Cheque,30,-42,24,-54,Cards
7769,Card,18,-336,111,62,Cards
1791,Cheque,12,162,30,72,Cards
14312,Card,4,-377,-155,-1,Cash loans
14979,Cash,8,-193,108,2,Cards
12007,Cheque,7,-191,-202,32,Cards
11779,Cash,9,110,105,50,Cash loans
10208,Card,33,-28,197,-23,POS
12709,Card,11,256,54,63,Cards
7416,Cash,2,-57,-82,-100,POS
10000,Card,25,157,-78,90,POS
12256,Card,32,236,148,55,POS
4666,Card,10,-312,242,-99,POS
2896,Cheque,21,-158,71,86,POS
11776,Card,13,153,-38,-35,Cash loans
7549,Cheque,32,-391,62,49,Cash loans
13422,Cheque,10,148,-204,28,POS
12431,Cash,24,-149,295,-34,Cards
595,Card,24,-245,37,86,Cards
6614,Card,31,379,225,69,Cards
2715,Card,22,-210,128,-7,Cards
11289,Cheque,35,-448,182,3,POS
13613,Cash,15,-286,24,52,Cash loans
6963,Card,24,-417,-253,54,POS
4250,Card,9,-238,184,-88,Cards
10129,Cheque,13,-22,6,24,POS
446,Cheque,12,235,41,81,Cash loans
1884,Cheque,33,-213,180,77,Cards
2834,Cheque,29,225,-16,-70,Cards
4090,Cheque,32,465,16,-81,Cards
406,Cheque,10,-77,154,64,Cards
4257,Card,16,-358,287,72,Cards
11778,Card,9,-411,289,66,Cards
10912,Card,18,-173,-189,2,Cards
8943,Cheque,1,-274,-16,-50,Cards
3195,Cash,35,215,-123,-79,Cards
8764,Cheque,9,-428,-12,-10,Cash loans
11558,Cheque,11,-319,-75,45,Cards
7875,Card,7,-151,298,90,Cash loans
801,Cheque,20,262,167,3,Cash loans
11453,Cash,22,75,134,73,Cards
7963,Cheque,35,315,-71,-94,Cash loans
4758,Card,9,-250,234,-50,Cash loans
11506,Cheque,14,-367,67,56,Cards
1929,Cheque,28,-375,-70,-86,Cards
6933,Card,22,39,295,-34,POS
3117,Cheque,4,33,61,74,POS
11918,Cash,35,-8,-263,-60,POS
8139,Cash,16,-450,-137,-62,POS
5547,Card,4,-176,-277,-44,Cards
3454,Cash,29,313,-183,-93,POS
3594,Card,9,362,17,57,Cash loans
4852,Cash,25,254,289,-63,Cash loans
10305,Cash,17,-232,65,86,POS
11328,Cash,11,-137,103,58,Cash loans
2173,Card,24,-85,-82,18,Cash loans
13652,Cheque,1,-176,228,-78,POS
4977,Cheque,11,-289,-171,-53,Cash loans
3469,Cheque,1,-323,264,-35,Cash loans
9460,Cash,18,141,-275,79,Cash loans
11693,Cheque,21,-205,257,-45,Cards
12777,Cash,10,53,-21,48,Cash loans
6524,Cheque,24,367,73,-37,Cash loans
13998,Cash,2,-445,122,73,Cash loans
3229,Cheque,25,-158,39,56,Cash loans
14931,Cash,3,-363,-246,-100,Cash loans
11556,Cheque,28,157,-139,51,Cash loans
1073,Card,33,167,211,63,Cards
7324,Card,31,168,139,72,Cards
8086,Card,6,350,-169,-16,Cards
540,Cheque,13,-8,-149,-96,POS
8273,Card,14,178,-205,-5,Cash loans
591,Cash,20,-453,-247,86,Cash loans
6035,Cash,9,-99,70,4,Cash loans
4492,Cash,2,489,9,97,POS
5135,Card,24,155,-234,-38,POS
3051,Cash,30,-145,276,-77,Cards
644,Cheque,32,455,-223,81,POS
14036,Card,5,-493,-23,86,POS
6007,Cheque,34,303,-243,-42,Cards
11029,Card,21,-477,100,-78,Cards
13768,Card,23,-218,-43,-54,Cash loans
9731,Cheque,17,417,212,8,Cards
1025,Cheque,9,-47,-95,52,Cards
5082,Card,26,259,-195,-34,Cash loans
13504,Cash,26,317,17,38,POS
9259,Cheque,1,19,-251,-37,Cash loans
2145,Cash,3,-289,250,99,Cash loans
347,Cash,1,-404,157,-92,Cards
4281,Card,8,-130,-300,8,Cash loans
2544,Cash,18,469,120,42,Cash loans
2094,Card,29,145,-100,2,POS
9497,Cash,26,-312,71,-29,Cards
2542,Card,13,-220,-183,-82,POS
13311,Cheque,32,-291,69,39,POS
5906,Cash,30,-89,-166,-71,Cash loans
11193,Cash,6,24,-150,-94,POS
2044,Cash,30,-112,-190,3,POS
12053,Cash,15,297,87,-27,Cards
8012,Cash,33,175,186,90,POS
6815,Card,17,177,30,59,POS
468,Card,22,-473,-17,66,Cash loans
45,Cash,35,-440,33,-55,Cards
4450,Card,12,373,208,-73,Cards
1931,Cheque,25,243,277,68,POS
7817,Cash,18,-257,-292,-57,POS
4187,Card,7,-117,-26,-18,Cash loans
13280,Cash,3,238,-259,-40,Cards
14741,Card,10,180,-186,-82,Cash loans
6198,Cheque,28,-185,-168,26,Cash loans
11759,Cash,8,77,195,-53,Cards
7392,Cash,10,341,-9,38,POS
3991,Cash,27,190,65,-7,Cards
13010,Cash,32,104,-208,14,POS
4797,Cheque,12,-123,-163,-8,Cards
10684,Cheque,31,222,-118,20,Cards
3226,Cheque,2,237,57,-26,Cards
8542,Card,12,-461,-86,32,Cards
2856,Cheque,1,-461,-62,-32,POS
8143,Cash,26,-124,191,-68,Cash loans
11213,Cash,29,-421,-219,-4,Cards
2639,Card,14,350,248,36,Cash loans
3037,Cash,8,-64,-91,-4,Cards
14071,Cheque,20,-357,-269,-68,Cards
13733,Cheque,23,-33,-50,87,POS
4748,Cash,16,383,105,71,Cash loans
9,Cash,26,107,-288,18,Cards
5515,Cash,34,404,210,-83,Cash loans
13639,Cash,29,-176,-204,57,Cards
4480,Card,27,299,-16,-61,Cards
5614,Cash,5,-378,149,-5,Cards
7122,Cash,1,-399,-189,49,Cash loans
7116,Cheque,8,127,-273,9,Cash loans
7309,Cheque,22,198,-234,-93,Cards
6905,Cash,33,-316,297,22,Cash loans
12198,Cash,22,-240,253,-92,Cash loans
736,Cheque,34,-346,170,-63,POS
6402,Card,16,-134,90,-35,Cards
8713,Cash,30,422,-67,80,Cash loans
954,Cash,28,272,-181,14,POS
6276,Cash,4,-178,281,-67,POS
10074,Cash,11,-325,-150,-10,POS
13403,Cash,23,355,-189,62,Cards
3023,Cheque,32,-139,122,-15,POS
1755,Card,27,310,-250,-39,POS
9668,Card,32,-493,-112,-8,Cash loans
4316,Cheque,16,-60,-271,93,Cash loans
13451,Card,32,-172,-61,-68,Cash loans
6274,Card,15,394,-221,-65,POS
4601,Card,24,-351,-272,0,Cash loans
1893,Card,18,-156,-129,58,POS
9750,Cash,9,94,-274,-35,Cards
1467,Card,1,343,153,2,POS
13325,Cash,26,-209,276,72,Cash loans
3496,Cheque,14,-152,133,-74,Cards
8039,Cash,33,-307,-266,-38,POS
9210,Card,28,-190,78,-12,Cards
8812,Cash,24,205,-160,-63,Cash loans
4895,Card,16,154,-14,-27,POS
9911,Card,3,39,33,-79,Cards
2945,Cheque,13,2,171,64,Cards
8365,Card,34,453,25,-21,POS
13003,Card,18,-449,-265,-17,POS
5969,Cash,25,-376,-96,-67,Cards
7838,Cheque,30,74,-217,21,Cash loans
6416,Card,29,-71,-88,-26,Cards
6223,Card,12,195,-37,79,Cards
13460,Cash,20,130,51,85,Cash loans
13617,Cash,25,-349,140,-21,POS
4557,Card,30,-479,-287,40,Cash loans
9591,Cash,26,-403,-91,-50,Cash loans
6808,Cheque,16,-83,-248,-89,Cash loans
11458,Card,2,332,-205,77,POS
12717,Card,31,-70,100,-41,Cards
2462,Card,26,154,-51,-6,Cards
7093,Card,2,112,-103,-14,Cards
7043,Card,12,240,71,92,POS
10746,Cheque,32,-313,-149,-46,Cash loans
5939,Card,3,299,221,-59,Cards
3433,Card,13,176,-102,-55,Cash loans
12040,Card,34,-405,-114,33,Cash loans
7647,Card,20,-264,159,-64,Cards
7272,Cheque,30,482,55,33,Cash loans
13356,Card,17,-18,-79,38,Cash loans
3857,Cheque,29,469,192,53,Cash loans
9099,Cash,26,413,-284,-83,Cash loans
677,Card,35,-232,-14,7,Cards
4295,Cash,29,-165,241,65,POS
12853,Cash,20,82,279,53,Cards
10045,Card,2,-12,146,77,Cash loans
8001,Cheque,12,364,-257,-46,Cards
9326,Cheque,35,166,-297,61,POS
3677,Card,28,-108,119,-72,POS
3329,Cheque,29,-322,275,-62,POS
7306,Cheque,13,-230,-4,-10,POS
3233,Cheque,2,39,281,-6,Cards
11753,Cash,22,420,-101,-22,Cards
9135,Cash,35,435,-8,-90,POS
7837,Card,4,-310,-174,-13,POS
12169,Cheque,17,-209,86,34,POS
14503,Card,20,-168,285,-66,Cash loans
11270,Cheque,1,-423,-187,57,POS
7871,Card,14,-38,122,86,POS
4919,Cash,15,-421,-188,-76,POS
10960,Card,19,-419,-87,-54,POS
6472,Cash,13,-184,-149,97,Cards
14092,Cheque,35,241,259,-48,POS
6991,Card,17,338,189,-55,Cards
6363,Cash,25,0,139,-99,POS
1463,Card,24,230,251,9,Cards
2041,Cheque,15,360,18,0,Cash loans
7086,Cheque,12,-435,105,-4,POS
10220,Cheque,11,67,90,3,Cards
6398,Cash,14,450,-178,10,Cash loans
920,Cash,33,-150,-227,-11,Cash loans
13866,Cheque,16,13,-59,98,POS
2464,Cheque,32,99,296,5,Cards
11173,Card,6,-232,272,62,POS
3184,Cash,16,-32,-127,87,POS
14727,Cash,27,224,118,97,Cards
12961,Cash,28,-246,95,-14,Cards
1301,Cash,5,-403,-245,33,POS
3784,Cash,12,-10,241,-16,Cards
10595,Cheque,9,-262,20,-22,Cards
14133,Card,8,29,115,-25,POS
7697,Cheque,4,-291,-76,70,POS
2874,Cash,14,-345,122,-78,POS
292,Cheque,28,335,-105,-24,POS
8913,Card,8,-233,-192,-57,Cards
13461,Cheque,4,-292,-32,-97,Cards
11660,Card,34,-124,11,30,POS
2582,Cheque,26,396,34,-84,POS
4184,Cheque,12,-60,43,41,POS
6923,Card,32,374,134,-49,Cards
1955,Cheque,28,-62,-145,20,POS
13533,Cash,12,-133,20,64,Cards
6395,Card,13,394,-105,-28,Cards
5110,Cheque,4,-394,-9,63,POS
11937,Cheque,9,-441,196,55,POS
3743,Card,11,-309,-168,20,POS
8188,Cash,24,-484,39,-12,Cash loans
4808,Cheque,33,325,211,25,Cards
1770,Cheque,34,-390,-284,73,Cards
5954,Card,14,-221,218,-86,Cards
4324,Card,25,476,-63,41,Cash loans
5460,Cash,32,237,-62,-25,Cash loans
4019,Card,35,23,-100,-2,Cash loans
9907,Cash,22,-342,133,37,Cash loans
1179,Card,31,195,-198,-74,Cards
5024,Card,27,90,-118,23,Cash loans
8167,Cheque,14,-413,-21,30,Cards
13704,Card,27,-150,-181,50,Cash loans
11584,Cheque,17,378,-291,66,POS
1260,Cheque,24,-315,202,-55,POS
6436,Cheque,14,74,220,54,POS
5120,Card,30,-464,63,69,Cash loans
14007,Cheque,2,-382,-119,18,POS
3443,Cash,6,-496,160,84,POS
3931,Cheque,27,-416,160,60,POS
9095,Cash,7,153,-221,74,POS
4279,Cheque,30,489,91,62,Cards
9848,Cheque,18,-418,-67,20,POS
4532,Card,20,-296,-24,51,Cards
