SK_ID_CURR,SK_ID_PREV,CNT_INSTALMENT,MONTHS_BALANCE
108417,1664,7,-35
111181,12552,7,-51
106210,6591,6,-22
110479,12123,1,-42
107994,12446,16,-7
102481,8638,11,-66
107637,6590,3,-19
104409,11584,10,-83
112512,3611,9,-8
103472,1882,6,-53
101736,10094,4,-54
110801,1922,7,-91
111232,8762,11,-98
100768,6306,4,-82
109225,9273,15,-91
106739,9569,13,-42
110331,6231,6,-94
112523,6167,16,-2
109361,4417,13,-92
103017,14352,18,-79
114558,10066,3,-92
109189,4191,19,-81
113050,5967,8,-33
112590,4426,16,-44
100526,322,8,-55
103267,5724,14,-21
103624,1084,16,-97
107664,14895,5,-73
109562,3280,2,-97
105143,6922,6,-98
107512,7006,4,-21
101041,10942,5,-50
107238,4366,7,-62
105188,7667,6,-52
108030,1823,11,-53
106754,13201,3,-83
108063,171,5,-10
112505,4225,9,-22
105177,1331,7,-37
113306,14208,4,-26
107332,4373,6,-66
102207,5669,14,-99
106360,4086,17,-56
100822,415,14,-17
101194,7644,9,-31
102050,3949,17,-48
101003,12287,1,-52
113102,14227,11,-22
112815,9530,17,-38
113483,13036,7,-23
114935,254,13,-100
114248,11596,12,-20
109119,13440,11,-94
108987,3998,3,-65
112948,9,14,-96
110403,1322,3,-56
104016,10057,9,-78
111046,3590,9,-18
104093,12395,12,-61
112906,436,4,-99
107654,6751,12,-79
112388,8123,8,-28
113502,3483,7,-7
113476,5133,17,-66
107032,12586,6,-48
114887,5637,6,-82
110368,6849,14,-56
113619,9284,2,-45
109410,8838,10,-100
107799,11172,18,-52
102889,5492,12,-23
113450,904,12,-85
111179,9121,15,-70
110762,10147,7,-58
113644,13202,1,-96
109014,4179,13,-96
101002,4124,11,-96
101214,5369,9,-56
113088,9595,11,-82
112678,10781,16,-98
102041,13117,5,-7
104850,2585,4,-93
107507,923,5,-24
104047,8271,8,-63
108195,10479,19,-35
113486,10632,17,-92
114923,13605,13,-29
105060,2466,7,-62
114626,7904,1,-67
111556,13235,11,-97
111869,8284,1,-77
111675,10891,18,-23
109515,4,6,-58
114870,11274,12,-53
101918,4823,3,-6
100173,904,14,-22
112702,3169,7,-7
107230,13514,15,-11
103583,225,12,-7
114790,1617,16,-32
108848,4848,15,-25
109642,10969,7,-80
101087,4381,13,-25
114444,7649,3,-1
103526,10665,2,-24
102372,3845,12,-53
111470,9371,19,-23
109912,3225,9,-70
101907,4941,18,-63
100661,14602,8,-16
110131,7717,5,-42
108175,11950,15,-18
108874,9775,11,-25
109180,2222,17,-24
112663,12362,18,-17
108834,5472,13,-43
106876,1102,7,-12
101386,4995,6,-24
109113,4602,13,-4
100160,1231,9,-8
112233,10838,2,-75
107023,5976,11,-12
108329,12333,12,-79
113105,13481,14,-48
110628,70,17,-93
108215,3976,18,-84
102523,5723,1,-44
105195,7100,1,-46
105049,3071,13,-30
113371,13191,13,-11
100482,14200,6,-27
111873,8928,19,-42
108279,8346,13,-26
108209,4294,4,-80
105527,58,4,-24
104247,8868,3,-58
113295,12092,15,-19
100407,10070,14,-55
100501,11875,5,-83
111866,7013,7,-12
101497,13209,14,-17
100130,13771,10,-82
102093,7570,13,-40
102136,276,3,-36
102328,2421,11,-61
109533,342,15,-2
110571,9044,14,-46
100910,8277,3,-64
105968,1396,3,-77
104353,9760,8,-35
114135,435,14,-69
103598,14705,7,-70
110926,4518,18,-29
108162,10648,13,-33
105424,7636,5,-63
109826,6260,10,-67
111262,11207,19,-39
105249,13656,3,-92
104703,4821,4,-69
112146,10103,13,-17
111431,9594,3,-87
103174,3385,12,-52
101590,13931,6,-7
114669,3807,18,-85
103499,2493,5,-52
112857,8419,3,-29
107475,893,7,-43
110792,7219,7,-8
100751,5597,11,-37
111860,4796,19,-21
109247,12396,17,-87
110810,4590,19,-33
114896,12192,19,-35
113661,8000,1,-78
112178,10410,18,-20
107782,3030,3,-57
111342,6447,11,-74
103015,7653,9,-81
111216,4745,4,-8
103634,3807,6,-74
108973,4432,3,-71
106182,2933,17,-43
110813,8707,16,-57
112352,3734,5,-12
102241,4071,3,-13
103102,14201,19,-99
112015,8253,10,-3
114817,3020,9,-18
113609,9943,6,-67
102601,4594,7,-57
113348,2165,11,-7
108881,12694,18,-44
107155,13099,6,-10
103006,12316,9,-65
102131,13748,2,-40
105513,10601,8,-88
100206,1177,12,-13
109280,13564,6,-88
107620,3930,11,-93
113434,4662,12,-80
109529,5025,7,-54
108988,649,1,-88
111304,1160,5,-21
106164,1902,18,-86
107553,1102,3,-75
101656,10777,6,-88
107130,597,4,-17
111908,12954,8,-75
110855,10103,19,-71
109753,6211,2,-53
101519,4052,5,-31
100086,8943,11,-80
108167,10291,18,-45
102024,5515,13,-25
101797,14282,10,-24
102306,166,16,-87
111203,6675,9,-30
100491,6145,8,-96
101575,797,10,-72
111552,1892,14,-76
108558,8219,9,-28
104636,13230,15,-78
113668,2391,5,-24
105398,13761,16,-18
100437,14842,4,-80
111442,4519,16,-88
102081,1881,17,-94
112474,2609,19,-36
111458,874,18,-92
108077,5006,19,-35
101407,2719,3,-29
110399,7795,15,-32
109321,7203,9,-34
103663,8911,19,-52
105508,3475,13,-94
112752,7009,18,-61
101364,46,18,-16
108634,14478,4,-60
112118,12000,5,-88
111950,1899,6,-47
104768,6623,13,-54
105484,10741,11,-45
113651,7268,16,-45
109362,6594,19,-64
102201,13624,1,-57
107534,14749,12,-60
102192,10278,19,-27
111090,2377,7,-82
110527,12549,16,-34
114371,10797,12,-5
101360,3695,14,-69
108314,8008,3,-28
103643,11021,10,-95
103579,10503,16,-27
108264,4563,18,-93
103134,5714,3,-33
105303,2043,12,-85
111157,9889,4,-46
102923,109,19,-72
113395,21,15,-4
112781,4560,15,-25
114126,12508,9,-15
113766,9575,8,-92
101636,2078,9,-61
109710,1625,19,-83
113878,4549,16,-71
103154,10066,3,-13
110684,12555,8,-84
105375,533,12,-21
109889,5482,11,-15
103565,11855,13,-87
103504,9979,3,-35
105447,8154,6,-60
111982,4170,3,-64
113919,11068,14,-99
109351,14461,2,-99
102104,2096,13,-96
114613,5941,19,-14
107153,10111,19,-93
113875,4385,17,-38
107329,7637,17,-13
108589,860,11,-18
100942,2638,6,-11
110845,9057,17,-86
111145,9794,4,-68
100323,1758,8,-82
108810,540,5,-40
106077,6271,12,-68
113563,4285,19,-79
105976,14562,12,-84
103039,589,6,-57
113462,10435,13,-56
114157,554,5,-94
113622,1564,6,-77
110032,14249,1,-70
105814,7644,14,-43
108974,12209,16,-20
114174,7699,13,-52
104689,607,18,-42
102729,7754,5,-30
107374,6036,2,-25
111780,3309,12,-27
100736,5765,3,-10
103462,4980,4,-9
106956,6512,10,-13
113813,13542,17,-36
100378,748,8,-10
101027,7614,3,-53
109166,5867,11,-96
101325,7408,15,-21
109070,4801,5,-97
107820,5222,11,-99
104708,634,2,-49
100927,14687,12,-92
103210,3299,1,-2
109384,12106,14,-16
113023,12005,2,-8
112859,13749,19,-1
111367,10912,7,-63
114345,13103,18,-54
112413,8054,3,-1
104737,3266,10,-35
114216,4871,10,-37
108117,8435,4,-4
103799,14232,6,-50
104818,9311,19,-76
112290,8770,15,-82
111801,7448,11,-90
113906,2100,6,-9
101326,8051,9,-52
102363,1040,5,-12
103096,7026,11,-100
110879,1257,6,-56
108480,11679,19,-18
103762,10159,19,-82
110212,8155,11,-59
106809,8229,1,-98
108097,14153,7,-65
101997,14694,13,-20
106909,13787,12,-100
101634,5312,19,-60
106784,5920,6,-7
109097,5952,17,-82
101380,5957,2,-47
113133,10781,8,-42
111903,13358,19,-58
106272,1623,7,-3
103604,3929,15,-34
112600,13922,9,-54
104265,8817,15,-20
102945,12278,10,-16
114456,12213,15,-66
110047,3735,2,-30
112452,1754,18,-70
100616,4902,10,-39
105460,3270,3,-95
106316,13394,1,-31
111796,9841,17,-32
103111,10243,11,-73
103588,610,11,-10
100396,5187,14,-52
103652,1032,6,-67
112554,12459,10,-70
105762,10954,10,-72
101210,6748,11,-23
112225,7020,9,-72
108125,2380,3,-72
108496,7123,12,-75
111560,5535,18,-30
100337,13787,10,-21
107697,8361,4,-6
102223,6895,7,-82
100242,6520,14,-20
109689,289,8,-52
102135,5557,12,-66
103727,229,15,-33
114274,4521,8,-14
111807,13808,18,-56
109807,5546,10,-57
101486,9368,4,-38
106197,12317,1,-23
106030,5627,18,-54
110747,13798,14,-29
100391,8156,9,-95
103516,13596,6,-87
102176,13391,18,-53
111056,7922,12,-25
111049,6265,2,-85
112630,2101,7,-65
105575,12151,14,-49
113659,10735,17,-64
113083,2576,11,-6
110723,12967,19,-62
113470,9408,5,-55
101433,11001,3,-54
103103,5899,6,-100
102363,6920,6,-21
110228,5795,19,-47
100936,4879,10,-91
112225,14900,14,-92
104823,9391,13,-69
103903,8623,2,-34
105163,7711,10,-76
102877,4720,13,-71
100158,14987,14,-11
111205,6838,14,-16
111218,6190,5,-5
111762,4971,13,-63
113829,3931,5,-63
114593,5926,13,-12
114063,6368,19,-54
107584,14342,11,-4
102145,2502,18,-49
101733,14182,18,-89
104359,12699,14,-19
112263,12229,2,-7
114387,5914,6,-100
102888,6436,13,-15
108264,11159,2,-37
101094,10571,15,-74
110537,1248,15,-37
103373,2343,2,-89
109996,4984,7,-96
110606,3247,18,-38
103894,579,14,-42
106053,4487,18,-20
103205,8838,14,-100
110998,3187,7,-43
111577,8905,7,-70
112500,13004,17,-68
109954,3639,18,-67
108392,13469,5,-12
110388,5989,6,-82
103908,5233,4,-66
111667,1767,10,-42
102769,3207,1,-27
104638,2105,16,-9
114096,3124,9,-4
109476,13142,11,-73
106618,12460,6,-38
107828,8700,8,-9
103375,7530,17,-26
108537,1889,14,-83
100576,12846,6,-30
111505,8321,11,-66
102993,1290,11,-36
102455,14575,2,-80
105298,6816,7,-82
108277,3373,19,-72
109182,1354,5,-86
100432,1472,3,-34
108206,3414,14,-68
107972,5722,5,-10
108383,11100,9,-58
101319,1045,7,-76
110274,11939,10,-9
111808,13138,17,-49
109751,5852,9,-88
112575,7775,12,-51
103449,12741,12,-60
101666,758,9,-81
110106,6473,14,-17
100357,6930,10,-69
113140,11888,6,-7
112683,6996,18,-32
106622,13764,13,-70
104641,7782,13,-94
112913,11832,9,-63
104218,7411,18,-31
109571,8349,14,-42
103356,5578,15,-39
114837,13590,7,-48
107470,459,17,-57
102284,3093,6,-85
112359,9649,9,-76
105636,659,9,-62
107997,11095,1,-14
112250,519,3,-90
106797,3300,4,-27
113962,12894,4,-86
108722,9334,10,-40
100309,5249,3,-12
113700,1903,11,-79
106305,5515,18,-93
108324,11903,3,-97
110031,9054,2,-70
106007,6365,9,-33
100668,3765,1,-51
102315,14243,14,-73
113079,8203,1,-71
114460,11513,5,-58
112364,6596,15,-67
114491,14941,4,-78
113740,4940,17,-57
107990,9810,10,-34
102869,13044,15,-62
112258,9577,15,-32
103188,8836,15,-73
114529,3363,16,-87
106342,8845,3,-98
104024,369,4,-39
105066,10815,2,-45
103748,12793,7,-3
105877,8885,10,-68
103001,11463,15,-33
107127,3378,2,-73
114368,5749,12,-57
110633,2777,9,-78
101672,10967,14,-12
105391,10535,19,-1
107758,5480,15,-25
111521,12332,4,-56
112894,12015,9,-89
108724,6013,1,-98
105786,3041,3,-65
103202,8392,17,-1
107329,11438,7,-8
104485,1076,15,-48
104188,2451,11,-49
101151,7029,13,-81
113700,14546,13,-99
111934,4429,5,-6
112915,13655,4,-79
106414,912,11,-27
108086,5277,12,-23
112643,14219,16,-15
114158,542,13,-14
101317,865,19,-51
103215,10521,3,-71
112010,9661,2,-19
105841,4658,16,-91
101326,14392,4,-64
106161,14013,10,-54
107583,9267,6,-90
109103,8898,6,-16
104121,12,17,-29
106172,1896,9,-83
107979,8342,18,-85
114008,4277,8,-10
105424,14202,14,-4
104456,8708,15,-37
102789,14466,15,-57
114213,6382,8,-49
109715,1796,5,-76
109651,11890,3,-66
100271,9892,3,-76
110233,14981,8,-42
106800,10119,8,-70
111755,14240,7,-65
109379,6691,13,-58
106461,12790,17,-12
113422,4693,9,-67
104263,14878,8,-19
104935,5745,4,-17
104134,10420,2,-49
107001,3490,9,-89
109245,14843,16,-63
113554,11728,2,-85
107320,164,17,-62
110719,4553,18,-19
110357,14144,11,-55
111460,3379,16,-94
109461,14436,4,-22
103211,10336,18,-40
101711,10525,18,-33
101892,8664,16,-52
104418,5459,12,-7
106024,737,2,-93
102229,6912,4,-90
103295,12345,5,-14
101183,3715,9,-90
111901,9961,11,-53
112541,2765,11,-52
111674,12267,12,-27
105414,11448,10,-53
106637,12317,5,-26
114170,14136,7,-23
102578,7587,12,-72
109121,6266,7,-42
104144,5189,13,-11
106544,6502,14,-22
101084,10219,4,-17
103472,5131,17,-29
109067,7422,19,-56
111867,2838,6,-92
111209,9584,15,-1
110165,12049,16,-17
113448,7523,18,-51
106686,14840,19,-38
108246,8471,2,-71
105224,5240,10,-62
106809,14336,10,-99
104866,3902,16,-63
101275,5183,7,-54
113979,14807,7,-59
100387,13527,6,-6
107062,4377,6,-84
112429,8639,4,-65
105850,12109,9,-73
104606,6450,12,-34
112327,6088,13,-17
113702,6147,17,-5
102987,5684,19,-86
107961,1438,4,-46
110787,5691,11,-42
107558,12045,1,-92
113840,6095,3,-55
114423,11574,14,-50
101407,12403,7,-20
114271,11353,13,-66
114518,14754,10,-72
110031,2660,3,-32
106635,8866,2,-71
101339,799,12,-12
106983,9228,14,-94
100184,1542,6,-15
108213,13273,6,-32
102674,3582,18,-56
114748,10495,17,-56
102417,12099,18,-35
114865,5955,3,-72
104475,8250,11,-87
106431,9818,3,-1
104702,928,7,-28
107656,13843,14,-24
105115,4673,19,-28
106152,6424,18,-75
102982,7644,18,-1
106266,7661,19,-63
105309,1935,14,-7
109464,4225,18,-21
113862,13274,12,-21
100291,6881,1,-23
107831,3445,14,-30
110754,3799,17,-4
113067,381,5,-10
100017,4962,11,-48
100330,13461,14,-71
113430,4701,7,-98
109904,2048,9,-63
105514,1006,11,-97
104598,6152,4,-72
113025,10178,10,-87
111180,11901,16,-51
114299,2544,12,-92
101671,2455,14,-74
113654,4124,4,-91
105273,11707,16,-53
106540,13452,18,-61
113704,13613,16,-81
106938,1306,7,-11
100180,4436,12,-19
100569,8889,2,-8
113311,5418,16,-62
109162,5778,1,-29
105606,4980,3,-82
107021,5547,2,-93
105219,1582,17,-82
114499,2627,13,-75
108640,13371,13,-2
112280,11249,2,-47
106797,2887,15,-90
114734,1412,19,-36
110684,7678,9,-83
100420,7619,12,-5
102349,9455,18,-12
101479,12523,9,-58
113382,7520,17,-18
109192,12355,12,-87
103059,11389,2,-9
108830,3372,13,-1
106359,3824,3,-14
109710,7097,1,-94
108024,11502,7,-72
103408,9610,16,-20
110749,8179,13,-3
105675,8383,13,-18
106096,12794,5,-10
103272,14027,14,-96
108165,14410,5,-46
103074,12360,2,-66
102813,12192,17,-54
111395,2410,2,-73
104992,1986,2,-35
108377,990,7,-51
100859,2498,5,-25
103997,3354,5,-51
105721,9117,4,-12
106582,9107,17,-72
112283,12790,2,-12
112583,13414,14,-96
103636,7646,8,-96
102892,8634,13,-8
104429,9529,1,-33
109546,5475,19,-73
104736,7969,8,-76
109624,243,9,-37
112909,12989,1,-17
109419,13121,1,-28
110160,9500,19,-19
103524,14058,1,-1
111345,9326,7,-14
102451,14979,2,-94
106245,7154,2,-31
111822,10035,4,-24
105217,5943,16,-40
110893,12687,3,-96
113257,11676,13,-69
112189,8272,10,-2
110989,7710,8,-98
110325,11680,13,-33
107163,7801,15,-37
107470,3390,18,-30
112755,14656,18,-19
103571,993,7,-93
112022,5140,17,-22
100979,8741,6,-56
100763,771,13,-61
113263,8014,18,-81
111867,104,14,-87
113414,11726,6,-10
104391,13166,1,-64
104701,8111,14,-78
103379,152,7,-5
110274,6698,9,-19
103230,14547,5,-32
112197,12085,6,-91
106312,377,10,-45
110991,4734,6,-84
113269,11200,17,-96
106125,8106,18,-51
113633,1219,15,-11
107200,12674,6,-61
103064,5018,5,-49
109260,3340,15,-78
106676,10677,16,-48
100922,13733,5,-76
114515,10803,16,-50
106460,7365,10,-97
100584,9209,19,-34
111094,4423,13,-7
104369,6422,17,-59
109633,12306,17,-59
112151,7441,4,-8
108231,8760,19,-58
110501,9654,4,-89
114170,5493,14,-43
106010,8183,4,-38
110640,12560,10,-67
109372,8060,3,-65
102536,13139,13,-80
111224,12828,12,-36
105402,11258,15,-29
103393,6349,6,-31
111240,4528,4,-52
108574,3028,8,-90
106465,1497,14,-69
102356,1261,1,-97
113890,9854,9,-56
110834,9648,3,-9
109276,14682,2,-79
107588,328,17,-9
110768,4531,3,-12
107290,8205,14,-57
106353,4426,13,-62
110865,11647,12,-62
114372,976,9,-6
100034,11951,15,-81
111306,11917,16,-42
112298,6883,6,-69
108073,3011,9,-93
112904,865,9,-77
102319,11254,11,-18
113584,13867,2,-32
107193,11316,18,-45
100781,2865,6,-9
108057,1789,9,-32
111391,10600,18,-67
100988,6164,5,-5
107839,2217,4,-69
101412,3802,15,-67
105737,4993,11,-25
107207,3608,14,-50
112018,10,5,-25
112432,10221,8,-28
112642,14189,8,-18
106044,14167,4,-1
102599,7935,5,-69
104099,14525,17,-100
104913,13683,14,-23
100827,1870,6,-68
102834,13822,5,-27
109639,1624,14,-87
109807,10072,7,-31
110590,8970,5,-35
105858,4908,4,-9
104107,5765,4,-3
100902,7479,8,-97
107609,9174,18,-94
107106,2020,15,-87
100621,198,1,-98
107704,8458,4,-81
100851,14288,17,-9
100219,3886,16,-56
111361,14117,4,-36
100825,3416,5,-10
113481,12042,12,-87
103766,8331,12,-10
112468,13006,12,-9
108393,12647,2,-57
112237,385,5,-63
101608,4020,5,-51
110599,13521,15,-6
100854,3770,3,-18
108334,13593,5,-32
101107,12544,2,-44
111725,7664,2,-35
114302,6890,5,-2
103683,1264,15,-42
106995,1311,10,-84
110682,14247,9,-89
108296,3373,7,-73
107533,14244,13,-83
101168,5452,8,-23
100374,12204,18,-40
103958,14474,3,-40
101410,13309,7,-62
107229,4905,1,-49
105577,2319,8,-92
102713,6542,14,-11
108868,1514,13,-46
113910,3722,15,-28
101158,11480,7,-27
108436,2621,8,-44
105895,6139,9,-58
102774,6699,14,-81
112268,1125,14,-32
110147,11428,15,-80
106674,1101,6,-29
101000,9937,15,-18
100240,11674,8,-20
107254,1844,14,-60
109128,10963,12,-65
101573,6300,13,-37
114744,4157,14,-76
109245,14312,12,-51
105109,1487,13,-44
103663,1251,3,-41
105709,3502,18,-8
108039,186,17,-63
106064,7703,1,-95
114717,9260,1,-48
112221,1660,13,-59
103383,2047,8,-16
107692,13605,12,-94
112461,1719,8,-94
105773,517,10,-13
110123,7547,9,-5
106930,5415,8,-55
102598,11558,6,-83
100937,6027,18,-79
105824,11689,10,-33
102469,9409,9,-42
104452,3474,11,-7
112773,4194,18,-31
109079,6972,6,-38
108196,2333,8,-29
110561,6731,4,-89
100112,3334,13,-15
112922,11926,7,-86
112610,7889,17,-24
112014,2872,4,-34
105605,9971,15,-83
112761,2437,16,-84
101444,10463,15,-67
107476,6711,14,-61
108495,1888,18,-24
102068,11818,16,-60
106398,7969,12,-9
103386,6452,9,-1
105454,2475,5,-33
106521,14516,6,-53
100111,9918,19,-86
114158,6109,2,-1
111636,837,1,-22
114454,9348,15,-80
100466,8185,6,-7
105155,7135,4,-30
114282,1359,18,-49
105124,3152,17,-55
109142,10039,6,-73
106860,14614,13,-31
108119,964,2,-71
110989,2444,15,-20
113276,3923,5,-37
106190,1595,8,-7
108979,8108,10,-26
101526,4624,1,-84
108530,219,14,-71
102157,13881,15,-74
113882,9589,11,-32
107681,5091,15,-22
113573,1001,17,-89
105420,10376,3,-22
106736,1764,10,-92
104017,14949,19,-23
104858,5522,8,-35
112471,9844,18,-58
108369,2934,19,-28
107244,5704,16,-15
110766,12135,3,-91
109771,6772,6,-21
108499,4191,2,-33
106403,11018,15,-95
105490,8766,4,-2
102133,11760,5,-69
113896,3044,6,-85
105128,5496,15,-35
104151,21,10,-11
100068,10286,6,-94
101244,3430,18,-16
113495,7534,16,-41
105465,4600,18,-5
100854,9370,9,-33
111320,7918,12,-17
107845,4808,5,-12
101650,1052,10,-17
111135,10892,17,-46
106738,7970,16,-90
114645,553,18,-89
109953,4383,14,-52
113255,11169,10,-24
110726,13356,18,-12
107643,8667,10,-97
110245,3988,8,-20
107019,2940,9,-23
107023,1095,14,-18
114190,14199,3,-28
109099,3790,10,-44
114729,3369,3,-46
106191,11979,6,-100
102325,4697,4,-68
104214,2590,14,-80
109519,5979,6,-100
107362,5736,6,-30
108820,7004,15,-44
104818,12606,8,-98
111429,1987,15,-39
104058,3836,4,-72
103641,6623,4,-25
106073,10265,7,-66
100987,6167,2,-25
105010,5785,10,-74
107407,11845,15,-46
106637,12159,9,-16
106880,8598,15,-83
104976,2272,11,-21
102664,2282,12,-61
112859,3002,1,-39
104147,4069,1,-72
100505,10497,4,-17
101068,6765,16,-48
102332,10754,5,-63
114661,12166,6,-60
104349,10614,8,-75
107312,3981,14,-88
114779,10846,9,-56
108514,1346,17,-51
103487,6874,7,-71
105813,14557,15,-43
113688,14381,1,-10
113067,3198,17,-13
101491,1170,14,-15
113361,3047,19,-52
104030,14840,5,-85
103693,841,4,-42
109859,75,5,-9
105955,9136,8,-84
112796,3917,11,-92
108723,2198,8,-16
106687,6953,4,-78
101688,12104,12,-5
110825,11398,5,-61
110622,8677,12,-68
100527,5193,18,-54
107686,12208,15,-1
103742,9442,17,-77
106385,4696,14,-87
105298,727,3,-42
103663,13602,7,-45
113076,9772,19,-15
113222,13412,18,-97
112671,6836,18,-28
102326,10935,17,-55
113404,9432,6,-68
110203,9250,3,-45
109199,202,2,-18
104130,13975,15,-21
112019,4293,12,-53
109146,12002,17,-1
109187,4799,15,-76
104108,7096,4,-61
109910,191,19,-56
110739,2995,16,-80
110939,12193,13,-77
114555,6698,9,-88
100752,10282,15,-45
111279,4111,15,-59
110330,7627,15,-84
109183,973,8,-82
110966,12594,14,-89
107302,14626,6,-28
112064,5846,17,-14
110421,9922,17,-55
103458,6737,16,-59
101864,8830,12,-53
112312,12658,17,-9
109015,2715,18,-59
114164,3223,15,-20
107370,4891,4,-39
108482,12146,16,-4
113808,5659,9,-34
111878,11254,16,-36
104519,7825,16,-93
104221,10921,5,-41
105327,9750,13,-26
106469,1249,10,-52
106501,1371,10,-89
100525,9769,1,-92
107047,9469,17,-2
113022,5485,10,-94
101471,1855,16,-80
101609,11918,10,-85
105434,13860,10,-61
114258,12966,11,-6
111507,559,19,-70
104532,3112,11,-60
110629,616,5,-37
109642,6312,18,-45
113350,1512,7,-17
110757,12385,15,-17
111201,8211,12,-95
106381,8341,13,-34
111942,12733,17,-3
114407,10813,7,-56
100541,2621,13,-62
109602,14885,4,-31
112242,12762,17,-37
107089,8771,18,-98
104753,5535,18,-66
104463,8579,2,-60
111478,6679,7,-20
109287,6989,5,-42
103137,8873,5,-1
110018,13742,1,-97
111276,5627,17,-72
111098,5874,15,-56
109128,975,4,-83
112159,12950,16,-19
107738,662,8,-4
110869,14522,15,-31
104543,14859,6,-89
112539,534,13,-36
106075,12721,13,-61
111819,1973,19,-96
109855,6249,7,-11
111573,7370,5,-68
113068,10279,19,-73
106725,303,2,-56
101804,13356,18,-59
101886,5612,19,-7
101660,471,4,-19
100228,8972,13,-18
111139,12926,3,-96
112777,10856,14,-89
104624,2674,16,-37
112401,12057,5,-89
101418,6863,16,-95
105260,13378,14,-3
113127,8716,11,-57
114277,12943,10,-10
113391,14265,19,-79
112169,7647,9,-12
111340,1608,11,-29
109382,7081,3,-11
101279,6873,17,-24
100865,1031,18,-5
102902,12188,16,-40
108307,7374,6,-9
107055,7764,11,-27
112438,11698,12,-71
114910,275,16,-85
108849,1893,15,-38
109197,8214,5,-69
111748,2556,13,-92
105287,5123,16,-52
114491,1353,1,-29
111630,5395,11,-83
103704,12781,18,-19
111013,6408,12,-83
103490,2265,10,-86
111707,12289,12,-79
114594,14940,17,-70
103252,4262,3,-40
105344,10264,14,-29
106688,9969,8,-8
105723,12227,18,-49
109406,10739,6,-10
103497,9955,5,-62
108306,347,9,-55
104759,2916,16,-87
100606,4667,13,-74
103340,4581,5,-29
109264,13753,16,-87
109794,13879,15,-24
114174,12139,8,-22
106278,1197,2,-96
114016,4306,1,-1
114985,395,15,-79
112004,1048,14,-4
113503,9035,15,-7
100771,10936,9,-10
108783,9180,11,-92
104668,1126,6,-24
108697,13435,13,-47
101117,11134,4,-88
100338,12070,18,-64
111722,10850,2,-90
106695,10814,2,-85
113932,9154,8,-92
101999,13315,2,-58
102115,6714,1,-55
103376,14866,8,-96
105034,12721,12,-47
113304,2444,11,-74
105112,4948,4,-43
111325,7126,3,-16
111858,5390,6,-26
106791,715,15,-58
100160,2519,15,-25
100572,4883,13,-12
108408,2621,6,-68
113729,10500,10,-25
107207,6112,8,-90
113046,9646,6,-74
100325,4585,2,-44
106577,11745,18,-72
114581,4602,8,-93
113356,7569,2,-49
102366,14331,14,-47
108015,6926,3,-10
107330,12542,15,-94
113597,14989,17,-64
108686,4760,8,-36
100829,3322,15,-98
110715,12494,18,-23
103307,1188,11,-65
112249,9607,18,-44
107278,5872,16,-37
114987,6092,16,-31
103871,657,4,-65
103303,8211,8,-77
107973,4023,5,-2
108784,11352,7,-93
113207,6042,1,-66
114884,5205,8,-14
111975,13957,17,-75
103499,11135,2,-19
103108,14071,1,-57
108099,668,5,-39
105443,13432,9,-37
108866,1850,4,-81
111172,10351,3,-38
114799,5045,18,-46
113156,4183,1,-65
108048,14502,15,-39
107077,14040,1,-65
105162,3908,10,-70
100737,12151,8,-44
100663,13844,19,-42
102059,3886,4,-61
105544,9509,15,-16
101907,11070,12,-61
104736,4081,16,-44
100230,1157,10,-55
109119,4636,15,-92
109848,8255,19,-15
104528,13350,11,-65
106032,2858,10,-13
100941,14174,19,-7
110176,13751,12,-55
100753,4165,7,-18
103055,2938,6,-64
106225,8831,11,-44
111488,343,16,-19
110427,1388,9,-32
109426,2118,18,-68
110538,2270,18,-73
113412,11734,6,-10
110413,10206,5,-94
114712,3505,13,-93
100506,11688,14,-38
110858,651,13,-18
100453,97,19,-63
112971,6352,10,-58
106667,352,9,-91
103705,10898,15,-79
108534,11851,7,-60
113971,5387,16,-18
110739,11679,15,-84
102769,2877,17,-60
114695,10357,8,-64
107383,9231,3,-55
102083,12685,19,-18
113190,1937,1,-89
109507,3951,7,-77
108572,2486,15,-22
111754,7839,17,-1
103791,7755,17,-52
108537,7648,14,-90
101307,5968,18,-59
103469,11609,13,-7
106685,10638,1,-46
107620,8417,2,-84
111938,7591,2,-60
104516,10465,12,-27
107535,4120,3,-58
111079,8460,13,-92
114502,9150,2,-30
109283,10717,2,-54
107516,9027,19,-53
101430,12141,7,-90
100419,6090,4,-63
114576,11793,7,-65
101965,3212,3,-17
114878,13640,5,-81
107794,11722,17,-72
107869,3568,13,-99
106184,5783,10,-83
106806,11827,1,-79
101279,14900,19,-12
107772,14489,19,-8
105450,3719,4,-55
111114,3126,16,-34
102921,660,13,-77
111631,918,5,-12
103095,7454,10,-50
110483,9275,11,-52
108829,7420,5,-56
110892,5009,16,-76
113009,1130,17,-23
114128,195,16,-23
113315,12359,12,-2
101722,7370,9,-99
101860,9179,18,-58
109281,2016,11,-17
113083,10769,5,-2
103635,11916,18,-23
107737,10183,10,-71
113916,14159,15,-74
101464,13237,12,-51
108019,3368,17,-13
103684,1937,17,-24
103383,10922,5,-76
101904,14103,6,-96
104119,6066,8,-20
109642,10978,13,-81
107836,4712,11,-42
109621,12229,18,-77
105518,11675,1,-46
105618,3056,5,-44
101562,6174,9,-59
109478,12389,12,-80
101902,4428,1,-29
113118,5776,18,-9
108534,13007,8,-86
106393,836,14,-28
